Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Real Sociedad,Betis,3:2,1,Real Sociedad,1975/1976
1,Sevilla,Las Palmas,3:0,3,Sevilla,1975/1976
1,Valencia,Real Oviedo,2:0,2,Valencia,1975/1976
1,Real Madrid,Real Racing,2:0,2,Real Madrid,1975/1976
1,Espanyol,Hércules CF,3:1,2,Espanyol,1975/1976
1,Sporting,Granada,0:0,0,Empate,1975/1976
1,Elche,Barcelona,2:3,1,Barcelona,1975/1976
1,UD Salamanca,Athletic,2:1,1,UD Salamanca,1975/1976
1,Zaragoza,Atlético,2:1,1,Zaragoza,1975/1976
2,Las Palmas,Real Sociedad,2:1,1,Las Palmas,1975/1976
2,Atlético,Sporting,2:2,0,Empate,1975/1976
2,Athletic,Sevilla,4:1,3,Athletic,1975/1976
2,Barcelona,UD Salamanca,3:1,2,Barcelona,1975/1976
2,Granada,Elche,3:2,1,Granada,1975/1976
2,Real Racing,Zaragoza,4:1,3,Real Racing,1975/1976
2,Hércules CF,Valencia,2:0,2,Hércules CF,1975/1976
2,Betis,Espanyol,1:2,1,Espanyol,1975/1976
2,Real Oviedo,Real Madrid,0:0,0,Empate,1975/1976
3,Valencia,Betis,0:1,1,Betis,1975/1976
3,Sevilla,Real Sociedad,2:1,1,Sevilla,1975/1976
3,Espanyol,Las Palmas,1:0,1,Espanyol,1975/1976
3,Zaragoza,Real Oviedo,5:1,4,Zaragoza,1975/1976
3,UD Salamanca,Granada,1:1,0,Empate,1975/1976
3,Real Madrid,Hércules CF,4:0,4,Real Madrid,1975/1976
3,Sporting,Real Racing,1:2,1,Real Racing,1975/1976
3,Athletic,Barcelona,2:1,1,Athletic,1975/1976
3,Elche,Atlético,3:1,2,Elche,1975/1976
4,Las Palmas,Valencia,2:4,2,Valencia,1975/1976
4,Real Sociedad,Espanyol,1:0,1,Real Sociedad,1975/1976
4,Barcelona,Sevilla,2:0,2,Barcelona,1975/1976
4,Atlético,UD Salamanca,4:1,3,Atlético,1975/1976
4,Real Racing,Elche,2:1,1,Real Racing,1975/1976
4,Hércules CF,Zaragoza,2:0,2,Hércules CF,1975/1976
4,Granada,Athletic,2:1,1,Granada,1975/1976
4,Betis,Real Madrid,0:2,2,Real Madrid,1975/1976
4,Real Oviedo,Sporting,3:1,2,Real Oviedo,1975/1976
5,Athletic,Atlético,2:0,2,Athletic,1975/1976
5,Elche,Real Oviedo,1:0,1,Elche,1975/1976
5,Barcelona,Granada,3:0,3,Barcelona,1975/1976
5,Sporting,Hércules CF,1:3,2,Hércules CF,1975/1976
5,UD Salamanca,Real Racing,3:0,3,UD Salamanca,1975/1976
5,Sevilla,Espanyol,2:1,1,Sevilla,1975/1976
5,Valencia,Real Sociedad,3:1,2,Valencia,1975/1976
5,Zaragoza,Betis,1:2,1,Betis,1975/1976
5,Real Madrid,Las Palmas,2:1,1,Real Madrid,1975/1976
6,Las Palmas,Zaragoza,3:2,1,Las Palmas,1975/1976
6,Real Sociedad,Real Madrid,1:1,0,Empate,1975/1976
6,Real Racing,Athletic,1:1,0,Empate,1975/1976
6,Real Oviedo,UD Salamanca,0:1,1,UD Salamanca,1975/1976
6,Hércules CF,Elche,1:0,1,Hércules CF,1975/1976
6,Betis,Sporting,1:0,1,Betis,1975/1976
6,Espanyol,Valencia,1:0,1,Espanyol,1975/1976
6,Atlético,Barcelona,3:0,3,Atlético,1975/1976
6,Granada,Sevilla,1:1,0,Empate,1975/1976
7,Zaragoza,Real Sociedad,0:1,1,Real Sociedad,1975/1976
7,Barcelona,Real Racing,2:1,1,Barcelona,1975/1976
7,Athletic,Real Oviedo,1:0,1,Athletic,1975/1976
7,UD Salamanca,Hércules CF,0:1,1,Hércules CF,1975/1976
7,Granada,Atlético,3:4,1,Atlético,1975/1976
7,Sevilla,Valencia,3:1,2,Sevilla,1975/1976
7,Real Madrid,Espanyol,3:1,2,Real Madrid,1975/1976
7,Sporting,Las Palmas,3:0,3,Sporting,1975/1976
7,Elche,Betis,2:3,1,Betis,1975/1976
8,Las Palmas,Elche,0:0,0,Empate,1975/1976
8,Real Sociedad,Sporting,1:0,1,Real Sociedad,1975/1976
8,Atlético,Sevilla,1:0,1,Atlético,1975/1976
8,Valencia,Real Madrid,1:1,0,Empate,1975/1976
8,Betis,UD Salamanca,1:1,0,Empate,1975/1976
8,Real Racing,Granada,1:1,0,Empate,1975/1976
8,Espanyol,Zaragoza,2:1,1,Espanyol,1975/1976
8,Real Oviedo,Barcelona,1:1,0,Empate,1975/1976
8,Hércules CF,Athletic,2:2,0,Empate,1975/1976
9,Elche,Real Sociedad,1:1,0,Empate,1975/1976
9,Granada,Real Oviedo,1:0,1,Granada,1975/1976
9,Barcelona,Hércules CF,1:1,0,Empate,1975/1976
9,Atlético,Real Racing,1:1,0,Empate,1975/1976
9,Sevilla,Real Madrid,1:1,0,Empate,1975/1976
9,Athletic,Betis,0:0,0,Empate,1975/1976
9,Zaragoza,Valencia,0:2,2,Valencia,1975/1976
9,Sporting,Espanyol,6:1,5,Sporting,1975/1976
9,UD Salamanca,Las Palmas,1:0,1,UD Salamanca,1975/1976
10,Real Racing,Sevilla,2:1,1,Real Racing,1975/1976
10,Real Sociedad,UD Salamanca,1:1,0,Empate,1975/1976
10,Hércules CF,Granada,2:0,2,Hércules CF,1975/1976
10,Espanyol,Elche,2:0,2,Espanyol,1975/1976
10,Real Madrid,Zaragoza,3:2,1,Real Madrid,1975/1976
10,Real Oviedo,Atlético,0:2,2,Atlético,1975/1976
10,Las Palmas,Athletic,2:2,0,Empate,1975/1976
10,Betis,Barcelona,1:0,1,Betis,1975/1976
10,Valencia,Sporting,0:0,0,Empate,1975/1976
11,Barcelona,Las Palmas,3:0,3,Barcelona,1975/1976
11,Athletic,Real Sociedad,2:0,2,Athletic,1975/1976
11,Atlético,Hércules CF,3:0,3,Atlético,1975/1976
11,Real Racing,Real Oviedo,2:1,1,Real Racing,1975/1976
11,Sporting,Real Madrid,0:2,2,Real Madrid,1975/1976
11,Elche,Valencia,2:0,2,Elche,1975/1976
11,UD Salamanca,Espanyol,1:0,1,UD Salamanca,1975/1976
11,Granada,Betis,0:0,0,Empate,1975/1976
11,Sevilla,Zaragoza,0:0,0,Empate,1975/1976
12,Valencia,UD Salamanca,1:0,1,Valencia,1975/1976
12,Las Palmas,Granada,1:2,1,Granada,1975/1976
12,Espanyol,Athletic,3:1,2,Espanyol,1975/1976
12,Real Madrid,Elche,2:2,0,Empate,1975/1976
12,Hércules CF,Real Racing,2:1,1,Hércules CF,1975/1976
12,Zaragoza,Sporting,2:1,1,Zaragoza,1975/1976
12,Betis,Atlético,1:3,2,Atlético,1975/1976
12,Real Sociedad,Barcelona,2:2,0,Empate,1975/1976
12,Real Oviedo,Sevilla,3:0,3,Real Oviedo,1975/1976
13,Real Racing,Betis,3:0,3,Real Racing,1975/1976
13,Elche,Zaragoza,0:0,0,Empate,1975/1976
13,Atlético,Las Palmas,2:1,1,Atlético,1975/1976
13,Real Oviedo,Hércules CF,1:1,0,Empate,1975/1976
13,Athletic,Valencia,5:4,1,Athletic,1975/1976
13,Barcelona,Espanyol,5:0,5,Barcelona,1975/1976
13,UD Salamanca,Real Madrid,0:0,0,Empate,1975/1976
13,Granada,Real Sociedad,2:1,1,Granada,1975/1976
13,Sevilla,Sporting,2:1,1,Sevilla,1975/1976
14,Las Palmas,Real Racing,5:0,5,Las Palmas,1975/1976
14,Real Sociedad,Atlético,1:1,0,Empate,1975/1976
14,Zaragoza,UD Salamanca,3:0,3,Zaragoza,1975/1976
14,Espanyol,Granada,3:0,3,Espanyol,1975/1976
14,Sporting,Elche,1:1,0,Empate,1975/1976
