Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Valencia,Real Madrid,1:0,1,Valencia,2001/2002
1,Mallorca,Las Palmas,0:3,3,Las Palmas,2001/2002
1,Deportivo,Valladolid,4:0,4,Deportivo,2001/2002
1,Espanyol,Zaragoza,2:1,1,Espanyol,2001/2002
1,Real Sociedad,Athletic,1:3,2,Athletic,2001/2002
1,Sevilla,Barcelona,1:2,1,Barcelona,2001/2002
1,Tenerife,Alavés,0:2,2,Alavés,2001/2002
1,Osasuna,Celta,0:3,3,Celta,2001/2002
1,Rayo,Villarreal,1:2,1,Villarreal,2001/2002
1,Málaga,Betis,3:2,1,Málaga,2001/2002
2,Athletic,Mallorca,0:1,1,Mallorca,2001/2002
2,Real Madrid,Málaga,1:1,0,Empate,2001/2002
2,Villarreal,Osasuna,3:0,3,Villarreal,2001/2002
2,Las Palmas,Deportivo,0:1,1,Deportivo,2001/2002
2,Celta,Tenerife,3:0,3,Celta,2001/2002
2,Zaragoza,Sevilla,1:1,0,Empate,2001/2002
2,Valladolid,Valencia,1:1,0,Empate,2001/2002
2,Betis,Espanyol,2:0,2,Betis,2001/2002
2,Barcelona,Rayo,1:1,0,Empate,2001/2002
2,Alavés,Real Sociedad,2:0,2,Alavés,2001/2002
3,Betis,Real Madrid,3:1,2,Betis,2001/2002
3,Mallorca,Alavés,0:0,0,Empate,2001/2002
3,Osasuna,Barcelona,0:0,0,Empate,2001/2002
3,Deportivo,Athletic,1:2,1,Athletic,2001/2002
3,Real Sociedad,Celta,0:0,0,Empate,2001/2002
3,Tenerife,Villarreal,2:0,2,Tenerife,2001/2002
3,Espanyol,Sevilla,2:3,1,Sevilla,2001/2002
3,Málaga,Valladolid,1:2,1,Valladolid,2001/2002
3,Valencia,Las Palmas,1:0,1,Valencia,2001/2002
3,Rayo,Zaragoza,1:2,1,Zaragoza,2001/2002
4,Barcelona,Tenerife,2:0,2,Barcelona,2001/2002
4,Las Palmas,Málaga,0:0,0,Empate,2001/2002
4,Real Madrid,Espanyol,5:1,4,Real Madrid,2001/2002
4,Alavés,Deportivo,2:3,1,Deportivo,2001/2002
4,Villarreal,Real Sociedad,1:0,1,Villarreal,2001/2002
4,Athletic,Valencia,2:2,0,Empate,2001/2002
4,Celta,Mallorca,2:0,2,Celta,2001/2002
4,Zaragoza,Osasuna,0:1,1,Osasuna,2001/2002
4,Valladolid,Betis,0:2,2,Betis,2001/2002
4,Sevilla,Rayo,2:1,1,Sevilla,2001/2002
5,Real Madrid,Valladolid,2:2,0,Empate,2001/2002
5,Espanyol,Rayo,3:1,2,Espanyol,2001/2002
5,Málaga,Athletic,1:2,1,Athletic,2001/2002
5,Real Sociedad,Barcelona,0:2,2,Barcelona,2001/2002
5,Valencia,Alavés,0:0,0,Empate,2001/2002
5,Betis,Las Palmas,1:0,1,Betis,2001/2002
5,Mallorca,Villarreal,0:1,1,Villarreal,2001/2002
5,Osasuna,Sevilla,1:0,1,Osasuna,2001/2002
5,Tenerife,Zaragoza,0:0,0,Empate,2001/2002
5,Deportivo,Celta,2:2,0,Empate,2001/2002
6,Athletic,Betis,0:0,0,Empate,2001/2002
6,Rayo,Osasuna,0:1,1,Osasuna,2001/2002
6,Zaragoza,Real Sociedad,3:2,1,Zaragoza,2001/2002
6,Las Palmas,Real Madrid,4:2,2,Las Palmas,2001/2002
6,Valladolid,Espanyol,0:1,1,Espanyol,2001/2002
6,Barcelona,Mallorca,3:0,3,Barcelona,2001/2002
6,Sevilla,Tenerife,2:0,2,Sevilla,2001/2002
6,Alavés,Málaga,1:0,1,Alavés,2001/2002
6,Villarreal,Deportivo,1:1,0,Empate,2001/2002
6,Celta,Valencia,1:1,0,Empate,2001/2002
7,Deportivo,Barcelona,2:1,1,Deportivo,2001/2002
7,Real Madrid,Athletic,2:0,2,Real Madrid,2001/2002
7,Betis,Alavés,1:0,1,Betis,2001/2002
7,Mallorca,Zaragoza,0:1,1,Zaragoza,2001/2002
7,Espanyol,Osasuna,1:1,0,Empate,2001/2002
7,Valladolid,Las Palmas,1:0,1,Valladolid,2001/2002
7,Real Sociedad,Sevilla,3:3,0,Empate,2001/2002
7,Málaga,Celta,2:2,0,Empate,2001/2002
7,Valencia,Villarreal,1:0,1,Valencia,2001/2002
7,Tenerife,Rayo,3:1,2,Tenerife,2001/2002
8,Zaragoza,Deportivo,1:2,1,Deportivo,2001/2002
8,Sevilla,Mallorca,2:2,0,Empate,2001/2002
8,Alavés,Real Madrid,0:0,0,Empate,2001/2002
8,Las Palmas,Espanyol,2:0,2,Las Palmas,2001/2002
8,Athletic,Valladolid,1:4,3,Valladolid,2001/2002
8,Celta,Betis,3:1,2,Celta,2001/2002
8,Villarreal,Málaga,1:2,1,Málaga,2001/2002
8,Barcelona,Valencia,2:2,0,Empate,2001/2002
8,Rayo,Real Sociedad,2:1,1,Rayo,2001/2002
8,Osasuna,Tenerife,0:2,2,Tenerife,2001/2002
9,Betis,Villarreal,1:1,0,Empate,2001/2002
9,Las Palmas,Athletic,1:1,0,Empate,2001/2002
9,Real Sociedad,Osasuna,2:1,1,Real Sociedad,2001/2002
9,Málaga,Barcelona,1:1,0,Empate,2001/2002
9,Deportivo,Sevilla,1:0,1,Deportivo,2001/2002
9,Mallorca,Rayo,3:0,3,Mallorca,2001/2002
9,Espanyol,Tenerife,2:0,2,Espanyol,2001/2002
9,Valladolid,Alavés,1:3,2,Alavés,2001/2002
9,Real Madrid,Celta,1:1,0,Empate,2001/2002
9,Valencia,Zaragoza,2:0,2,Valencia,2001/2002
10,Rayo,Deportivo,2:1,1,Rayo,2001/2002
10,Barcelona,Betis,3:0,3,Barcelona,2001/2002
10,Tenerife,Real Sociedad,0:1,1,Real Sociedad,2001/2002
10,Osasuna,Mallorca,4:0,4,Osasuna,2001/2002
10,Villarreal,Real Madrid,2:3,1,Real Madrid,2001/2002
10,Athletic,Espanyol,1:1,0,Empate,2001/2002
10,Celta,Valladolid,1:1,0,Empate,2001/2002
10,Zaragoza,Málaga,0:2,2,Málaga,2001/2002
10,Sevilla,Valencia,1:1,0,Empate,2001/2002
10,Alavés,Las Palmas,1:0,1,Alavés,2001/2002
11,Athletic,Alavés,2:1,1,Athletic,2001/2002
11,Valladolid,Villarreal,1:0,1,Valladolid,2001/2002
11,Mallorca,Tenerife,2:0,2,Mallorca,2001/2002
11,Espanyol,Real Sociedad,1:2,1,Real Sociedad,2001/2002
11,Las Palmas,Celta,4:2,2,Las Palmas,2001/2002
11,Betis,Zaragoza,0:1,1,Zaragoza,2001/2002
11,Real Madrid,Barcelona,2:0,2,Real Madrid,2001/2002
11,Málaga,Sevilla,1:3,2,Sevilla,2001/2002
11,Valencia,Rayo,2:1,1,Valencia,2001/2002
11,Deportivo,Osasuna,5:1,4,Deportivo,2001/2002
12,Sevilla,Betis,0:0,0,Empate,2001/2002
12,Barcelona,Valladolid,4:0,4,Barcelona,2001/2002
12,Rayo,Málaga,3:0,3,Rayo,2001/2002
12,Celta,Athletic,2:3,1,Athletic,2001/2002
12,Zaragoza,Real Madrid,2:1,1,Zaragoza,2001/2002
12,Real Sociedad,Mallorca,1:2,1,Mallorca,2001/2002
12,Tenerife,Deportivo,3:1,2,Tenerife,2001/2002
12,Osasuna,Valencia,0:0,0,Empate,2001/2002
12,Alavés,Espanyol,2:1,1,Alavés,2001/2002
12,Villarreal,Las Palmas,2:0,2,Villarreal,2001/2002
13,Las Palmas,Barcelona,0:0,0,Empate,2001/2002
13,Real Madrid,Sevilla,2:1,1,Real Madrid,2001/2002
13,Deportivo,Real Sociedad,3:1,2,Deportivo,2001/2002
13,Valladolid,Zaragoza,2:0,2,Valladolid,2001/2002
13,Valencia,Tenerife,0:0,0,Empate,2001/2002
13,Athletic,Villarreal,0:0,0,Empate,2001/2002
13,Espanyol,Mallorca,2:1,1,Espanyol,2001/2002
13,Betis,Rayo,2:0,2,Betis,2001/2002
13,Málaga,Osasuna,2:1,1,Málaga,2001/2002
13,Alavés,Celta,1:0,1,Alavés,2001/2002
14,Barcelona,Athletic,1:2,1,Athletic,2001/2002
14,Tenerife,Málaga,1:0,1,Tenerife,2001/2002
14,Celta,Espanyol,4:1,3,Celta,2001/2002
14,Zaragoza,Las Palmas,2:1,1,Zaragoza,2001/2002
14,Sevilla,Valladolid,4:0,4,Sevilla,2001/2002
14,Real Sociedad,Valencia,2:0,2,Real Sociedad,2001/2002
14,Mallorca,Deportivo,4:1,3,Mallorca,2001/2002
14,Osasuna,Betis,1:2,1,Betis,2001/2002
14,Rayo,Real Madrid,0:3,3,Real Madrid,2001/2002
14,Villarreal,Alavés,1:0,1,Villarreal,2001/2002
15,Espanyol,Deportivo,1:0,1,Espanyol,2001/2002
15,Real Madrid,Osasuna,2:1,1,Real Madrid,2001/2002
15,Valencia,Mallorca,1:1,0,Empate,2001/2002
15,Alavés,Barcelona,2:0,2,Alavés,2001/2002
15,Celta,Villarreal,3:1,2,Celta,2001/2002
15,Athletic,Zaragoza,2:1,1,Athletic,2001/2002
15,Las Palmas,Sevilla,1:0,1,Las Palmas,2001/2002
15,Valladolid,Rayo,3:1,2,Valladolid,2001/2002
15,Betis,Tenerife,1:0,1,Betis,2001/2002
15,Málaga,Real Sociedad,1:0,1,Málaga,2001/2002
16,Sevilla,Athletic,3:3,0,Empate,2001/2002
16,Tenerife,Real Madrid,0:2,2,Real Madrid,2001/2002
16,Real Sociedad,Betis,0:0,0,Empate,2001/2002
16,Deportivo,Valencia,1:0,1,Deportivo,2001/2002
16,Zaragoza,Alavés,0:2,2,Alavés,2001/2002
16,Barcelona,Celta,2:2,0,Empate,2001/2002
16,Mallorca,Málaga,1:1,0,Empate,2001/2002
16,Osasuna,Valladolid,1:0,1,Osasuna,2001/2002
16,Rayo,Las Palmas,0:0,0,Empate,2001/2002
16,Villarreal,Espanyol,1:1,0,Empate,2001/2002
17,Espanyol,Valencia,2:3,1,Valencia,2001/2002
17,Real Madrid,Real Sociedad,3:1,2,Real Madrid,2001/2002
17,Las Palmas,Osasuna,1:1,0,Empate,2001/2002
17,Celta,Zaragoza,2:0,2,Celta,2001/2002
17,Athletic,Rayo,1:1,0,Empate,2001/2002
17,Betis,Mallorca,1:0,1,Betis,2001/2002
17,Valladolid,Tenerife,0:0,0,Empate,2001/2002
17,Málaga,Deportivo,1:1,0,Empate,2001/2002
17,Alavés,Sevilla,0:1,1,Sevilla,2001/2002
17,Villarreal,Barcelona,0:1,1,Barcelona,2001/2002
18,Real Sociedad,Valladolid,6:0,6,Real Sociedad,2001/2002
18,Tenerife,Las Palmas,1:3,2,Las Palmas,2001/2002
18,Espanyol,Barcelona,2:0,2,Espanyol,2001/2002
18,Sevilla,Celta,0:1,1,Celta,2001/2002
18,Valencia,Málaga,2:1,1,Valencia,2001/2002
18,Deportivo,Betis,2:0,2,Deportivo,2001/2002
18,Zaragoza,Villarreal,3:2,1,Zaragoza,2001/2002
18,Mallorca,Real Madrid,1:1,0,Empate,2001/2002
18,Osasuna,Athletic,0:1,1,Athletic,2001/2002
18,Rayo,Alavés,2:0,2,Rayo,2001/2002
19,Celta,Rayo,2:2,0,Empate,2001/2002
19,Las Palmas,Real Sociedad,0:0,0,Empate,2001/2002
19,Real Madrid,Deportivo,3:1,2,Real Madrid,2001/2002
19,Villarreal,Sevilla,0:2,2,Sevilla,2001/2002
