Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Barcelona,Real Sociedad,0:0,0,Empate,1968/1969
1,Zaragoza,Athletic,0:2,2,Athletic,1968/1969
1,Real Madrid,Espanyol,3:1,2,Real Madrid,1968/1969
1,Pontevedra CF,Valencia,2:0,2,Pontevedra CF,1968/1969
1,Las Palmas,Atlético,2:1,1,Las Palmas,1968/1969
1,Málaga,Deportivo,3:1,2,Málaga,1968/1969
1,Granada,CE Sabadell,0:1,1,CE Sabadell,1968/1969
1,Elche,Córdoba,4:1,3,Elche,1968/1969
2,Atlético,Barcelona,0:1,1,Barcelona,1968/1969
2,Espanyol,Las Palmas,1:2,1,Las Palmas,1968/1969
2,Córdoba,Málaga,2:2,0,Empate,1968/1969
2,Real Sociedad,Pontevedra CF,0:0,0,Empate,1968/1969
2,Athletic,Elche,1:1,0,Empate,1968/1969
2,Deportivo,Real Madrid,2:4,2,Real Madrid,1968/1969
2,CE Sabadell,Zaragoza,1:0,1,CE Sabadell,1968/1969
2,Valencia,Granada,4:1,3,Valencia,1968/1969
3,Granada,Real Sociedad,0:0,0,Empate,1968/1969
3,Málaga,Athletic,4:0,4,Málaga,1968/1969
3,Las Palmas,Barcelona,0:0,0,Empate,1968/1969
3,Real Madrid,Córdoba,2:0,2,Real Madrid,1968/1969
3,Elche,CE Sabadell,3:0,3,Elche,1968/1969
3,Espanyol,Deportivo,4:0,4,Espanyol,1968/1969
3,Zaragoza,Valencia,3:1,2,Zaragoza,1968/1969
3,Pontevedra CF,Atlético,0:0,0,Empate,1968/1969
4,CE Sabadell,Málaga,2:1,1,CE Sabadell,1968/1969
4,Valencia,Elche,1:0,1,Valencia,1968/1969
4,Atlético,Granada,1:0,1,Atlético,1968/1969
4,Real Sociedad,Zaragoza,2:1,1,Real Sociedad,1968/1969
4,Athletic,Real Madrid,0:1,1,Real Madrid,1968/1969
4,Córdoba,Espanyol,5:0,5,Córdoba,1968/1969
4,Las Palmas,Deportivo,2:1,1,Las Palmas,1968/1969
4,Barcelona,Pontevedra CF,1:0,1,Barcelona,1968/1969
5,Málaga,Valencia,4:1,3,Málaga,1968/1969
5,Deportivo,Córdoba,1:0,1,Deportivo,1968/1969
5,Real Madrid,CE Sabadell,5:3,2,Real Madrid,1968/1969
5,Pontevedra CF,Las Palmas,3:0,3,Pontevedra CF,1968/1969
5,Zaragoza,Atlético,2:0,2,Zaragoza,1968/1969
5,Espanyol,Athletic,2:0,2,Espanyol,1968/1969
5,Granada,Barcelona,1:0,1,Granada,1968/1969
5,Elche,Real Sociedad,0:0,0,Empate,1968/1969
6,Barcelona,Zaragoza,4:0,4,Barcelona,1968/1969
6,Atlético,Elche,0:0,0,Empate,1968/1969
6,Real Sociedad,Málaga,1:0,1,Real Sociedad,1968/1969
6,Pontevedra CF,Granada,1:0,1,Pontevedra CF,1968/1969
6,CE Sabadell,Espanyol,1:0,1,CE Sabadell,1968/1969
6,Valencia,Real Madrid,0:1,1,Real Madrid,1968/1969
