Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Real Sociedad,Barcelona,3:2,1,Real Sociedad,1974/1975
1,Málaga,Athletic,2:0,2,Málaga,1974/1975
1,Sporting,Zaragoza,2:0,2,Sporting,1974/1975
1,Las Palmas,Betis,3:1,2,Las Palmas,1974/1975
1,Espanyol,Celta,2:0,2,Espanyol,1974/1975
1,Hércules CF,Real Murcia,2:2,0,Empate,1974/1975
1,Valencia,Real Madrid,1:2,1,Real Madrid,1974/1975
1,UD Salamanca,Elche,2:0,2,UD Salamanca,1974/1975
1,Atlético,Granada,0:0,0,Empate,1974/1975
2,Barcelona,Málaga,5:0,5,Barcelona,1974/1975
2,Real Madrid,Hércules CF,2:1,1,Real Madrid,1974/1975
2,Elche,Atlético,1:0,1,Elche,1974/1975
2,Real Murcia,UD Salamanca,2:1,1,Real Murcia,1974/1975
2,Athletic,Sporting,1:4,3,Sporting,1974/1975
2,Granada,Las Palmas,1:1,0,Empate,1974/1975
2,Celta,Real Sociedad,1:0,1,Celta,1974/1975
2,Zaragoza,Valencia,3:1,2,Zaragoza,1974/1975
2,Betis,Espanyol,0:0,0,Empate,1974/1975
3,Real Sociedad,Málaga,2:0,2,Real Sociedad,1974/1975
3,UD Salamanca,Real Madrid,0:0,0,Empate,1974/1975
3,Las Palmas,Elche,1:1,0,Empate,1974/1975
3,Atlético,Real Murcia,1:0,1,Atlético,1974/1975
3,Valencia,Athletic,3:0,3,Valencia,1974/1975
3,Espanyol,Granada,1:0,1,Espanyol,1974/1975
3,Celta,Betis,1:1,0,Empate,1974/1975
3,Hércules CF,Zaragoza,0:1,1,Zaragoza,1974/1975
3,Sporting,Barcelona,0:1,1,Barcelona,1974/1975
4,Granada,Celta,1:0,1,Granada,1974/1975
4,Zaragoza,UD Salamanca,1:1,0,Empate,1974/1975
4,Athletic,Hércules CF,2:2,0,Empate,1974/1975
4,Real Murcia,Las Palmas,1:1,0,Empate,1974/1975
4,Betis,Real Sociedad,3:0,3,Betis,1974/1975
4,Real Madrid,Atlético,1:0,1,Real Madrid,1974/1975
4,Barcelona,Valencia,5:2,3,Barcelona,1974/1975
4,Elche,Espanyol,2:4,2,Espanyol,1974/1975
4,Málaga,Sporting,3:1,2,Málaga,1974/1975
5,Hércules CF,Barcelona,0:0,0,Empate,1974/1975
5,Las Palmas,Real Madrid,1:2,1,Real Madrid,1974/1975
5,Valencia,Málaga,2:0,2,Valencia,1974/1975
5,Espanyol,Real Murcia,2:1,1,Espanyol,1974/1975
5,Betis,Granada,1:1,0,Empate,1974/1975
5,Celta,Elche,1:2,1,Elche,1974/1975
5,UD Salamanca,Athletic,0:0,0,Empate,1974/1975
5,Atlético,Zaragoza,4:0,4,Atlético,1974/1975
5,Real Sociedad,Sporting,1:1,0,Empate,1974/1975
6,Granada,Real Sociedad,1:0,1,Granada,1974/1975
6,Barcelona,UD Salamanca,3:1,2,Barcelona,1974/1975
6,Málaga,Hércules CF,0:1,1,Hércules CF,1974/1975
6,Zaragoza,Las Palmas,3:1,2,Zaragoza,1974/1975
6,Elche,Betis,2:0,2,Elche,1974/1975
6,Athletic,Atlético,3:0,3,Athletic,1974/1975
6,Sporting,Valencia,2:1,1,Sporting,1974/1975
6,Real Madrid,Espanyol,5:0,5,Real Madrid,1974/1975
6,Real Murcia,Celta,1:0,1,Real Murcia,1974/1975
7,Espanyol,Zaragoza,2:1,1,Espanyol,1974/1975
7,Atlético,Barcelona,3:3,0,Empate,1974/1975
7,Las Palmas,Athletic,2:0,2,Las Palmas,1974/1975
7,Celta,Real Madrid,3:3,0,Empate,1974/1975
7,Granada,Elche,5:0,5,Granada,1974/1975
7,UD Salamanca,Málaga,1:0,1,UD Salamanca,1974/1975
7,Betis,Real Murcia,1:0,1,Betis,1974/1975
7,Hércules CF,Sporting,2:0,2,Hércules CF,1974/1975
7,Real Sociedad,Valencia,1:0,1,Real Sociedad,1974/1975
8,Real Madrid,Betis,3:2,1,Real Madrid,1974/1975
8,Sporting,UD Salamanca,2:1,1,Sporting,1974/1975
8,Real Murcia,Granada,0:0,0,Empate,1974/1975
8,Valencia,Hércules CF,1:0,1,Valencia,1974/1975
8,Zaragoza,Celta,4:2,2,Zaragoza,1974/1975
8,Elche,Real Sociedad,3:0,3,Elche,1974/1975
8,Málaga,Atlético,0:0,0,Empate,1974/1975
8,Athletic,Espanyol,1:0,1,Athletic,1974/1975
8,Barcelona,Las Palmas,3:2,1,Barcelona,1974/1975
9,Las Palmas,Málaga,1:0,1,Las Palmas,1974/1975
9,Celta,Athletic,1:0,1,Celta,1974/1975
9,Atlético,Sporting,2:2,0,Empate,1974/1975
9,Elche,Real Murcia,3:0,3,Elche,1974/1975
9,Real Sociedad,Hércules CF,2:2,0,Empate,1974/1975
9,UD Salamanca,Valencia,0:1,1,Valencia,1974/1975
9,Espanyol,Barcelona,5:2,3,Espanyol,1974/1975
9,Granada,Real Madrid,3:3,0,Empate,1974/1975
9,Betis,Zaragoza,1:0,1,Betis,1974/1975
10,Athletic,Betis,0:1,1,Betis,1974/1975
10,Hércules CF,UD Salamanca,2:1,1,Hércules CF,1974/1975
10,Zaragoza,Granada,4:1,3,Zaragoza,1974/1975
10,Real Madrid,Elche,5:1,4,Real Madrid,1974/1975
10,Barcelona,Celta,4:0,4,Barcelona,1974/1975
10,Real Murcia,Real Sociedad,2:2,0,Empate,1974/1975
10,Valencia,Atlético,1:1,0,Empate,1974/1975
10,Málaga,Espanyol,2:0,2,Málaga,1974/1975
10,Sporting,Las Palmas,0:0,0,Empate,1974/1975
11,Las Palmas,Valencia,1:1,0,Empate,1974/1975
11,Celta,Málaga,2:0,2,Celta,1974/1975
11,Granada,Athletic,1:1,0,Empate,1974/1975
11,Real Sociedad,UD Salamanca,1:1,0,Empate,1974/1975
11,Atlético,Hércules CF,2:0,2,Atlético,1974/1975
11,Betis,Barcelona,1:0,1,Betis,1974/1975
11,Real Murcia,Real Madrid,2:2,0,Empate,1974/1975
11,Espanyol,Sporting,0:0,0,Empate,1974/1975
11,Elche,Zaragoza,1:1,0,Empate,1974/1975
12,Málaga,Betis,1:0,1,Málaga,1974/1975
12,Zaragoza,Real Murcia,5:0,5,Zaragoza,1974/1975
12,Barcelona,Granada,2:1,1,Barcelona,1974/1975
12,Athletic,Elche,3:0,3,Athletic,1974/1975
12,Sporting,Celta,1:1,0,Empate,1974/1975
12,Real Madrid,Real Sociedad,1:1,0,Empate,1974/1975
12,UD Salamanca,Atlético,1:1,0,Empate,1974/1975
12,Valencia,Espanyol,1:1,0,Empate,1974/1975
12,Hércules CF,Las Palmas,3:1,2,Hércules CF,1974/1975
13,Las Palmas,UD Salamanca,1:1,0,Empate,1974/1975
13,Real Madrid,Zaragoza,1:0,1,Real Madrid,1974/1975
13,Real Sociedad,Atlético,1:1,0,Empate,1974/1975
13,Betis,Sporting,2:0,2,Betis,1974/1975
13,Espanyol,Hércules CF,2:1,1,Espanyol,1974/1975
13,Real Murcia,Athletic,2:4,2,Athletic,1974/1975
13,Elche,Barcelona,1:0,1,Elche,1974/1975
13,Celta,Valencia,1:1,0,Empate,1974/1975
13,Granada,Málaga,1:0,1,Granada,1974/1975
14,Valencia,Betis,3:1,2,Valencia,1974/1975
14,Barcelona,Real Murcia,3:1,2,Barcelona,1974/1975
14,Sporting,Granada,5:1,4,Sporting,1974/1975
14,Málaga,Elche,1:0,1,Málaga,1974/1975
14,Hércules CF,Celta,0:0,0,Empate,1974/1975
14,Zaragoza,Real Sociedad,1:1,0,Empate,1974/1975
14,UD Salamanca,Espanyol,2:0,2,UD Salamanca,1974/1975
14,Athletic,Real Madrid,1:0,1,Athletic,1974/1975
14,Atlético,Las Palmas,4:0,4,Atlético,1974/1975
15,Real Sociedad,Las Palmas,2:0,2,Real Sociedad,1974/1975
15,Elche,Sporting,1:0,1,Elche,1974/1975
15,Real Murcia,Málaga,2:0,2,Real Murcia,1974/1975
15,Celta,UD Salamanca,2:0,2,Celta,1974/1975
15,Granada,Valencia,2:1,1,Granada,1974/1975
15,Zaragoza,Athletic,1:0,1,Zaragoza,1974/1975
15,Real Madrid,Barcelona,1:0,1,Real Madrid,1974/1975
15,Betis,Hércules CF,3:0,3,Betis,1974/1975
15,Espanyol,Atlético,1:0,1,Espanyol,1974/1975
16,Las Palmas,Espanyol,2:0,2,Las Palmas,1974/1975
16,Atlético,Celta,0:0,0,Empate,1974/1975
16,Sporting,Real Murcia,1:0,1,Sporting,1974/1975
16,Valencia,Elche,0:0,0,Empate,1974/1975
16,UD Salamanca,Betis,2:0,2,UD Salamanca,1974/1975
16,Barcelona,Zaragoza,2:2,0,Empate,1974/1975
16,Real Sociedad,Athletic,3:0,3,Real Sociedad,1974/1975
16,Málaga,Real Madrid,1:3,2,Real Madrid,1974/1975
16,Hércules CF,Granada,0:1,1,Granada,1974/1975
17,Granada,UD Salamanca,1:1,0,Empate,1974/1975
17,Athletic,Barcelona,1:0,1,Athletic,1974/1975
17,Real Murcia,Valencia,1:5,4,Valencia,1974/1975
17,Betis,Atlético,2:1,1,Betis,1974/1975
17,Espanyol,Real Sociedad,0:1,1,Real Sociedad,1974/1975
17,Celta,Las Palmas,1:0,1,Celta,1974/1975
17,Real Madrid,Sporting,0:0,0,Empate,1974/1975
17,Zaragoza,Málaga,1:0,1,Zaragoza,1974/1975
17,Elche,Hércules CF,0:1,1,Hércules CF,1974/1975
18,Elche,UD Salamanca,0:1,1,UD Salamanca,1974/1975
18,Celta,Espanyol,2:0,2,Celta,1974/1975
18,Real Madrid,Valencia,3:2,1,Real Madrid,1974/1975
18,Granada,Atlético,0:0,0,Empate,1974/1975
18,Barcelona,Real Sociedad,2:0,2,Barcelona,1974/1975
18,Betis,Las Palmas,1:0,1,Betis,1974/1975
18,Zaragoza,Sporting,3:1,2,Zaragoza,1974/1975
18,Athletic,Málaga,3:1,2,Athletic,1974/1975
18,Real Murcia,Hércules CF,1:1,0,Empate,1974/1975
19,Las Palmas,Granada,4:0,4,Las Palmas,1974/1975
19,Hércules CF,Real Madrid,1:1,0,Empate,1974/1975
19,UD Salamanca,Real Murcia,3:0,3,UD Salamanca,1974/1975
19,Atlético,Elche,3:0,3,Atlético,1974/1975
19,Real Sociedad,Celta,1:1,0,Empate,1974/1975
19,Espanyol,Betis,1:0,1,Espanyol,1974/1975
19,Valencia,Zaragoza,0:0,0,Empate,1974/1975
19,Málaga,Barcelona,3:2,1,Málaga,1974/1975
19,Sporting,Athletic,1:1,0,Empate,1974/1975
20,Elche,Las Palmas,1:1,0,Empate,1974/1975
