Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Sporting,Valladolid,0:0,0,Empate,1987/1988
1,Athletic,Mallorca,2:1,1,Athletic,1987/1988
1,Valencia,CD Logroñés,2:0,2,Valencia,1987/1988
1,Espanyol,Celta,0:1,1,Celta,1987/1988
1,Cádiz CF,Real Madrid,0:4,4,Real Madrid,1987/1988
1,Las Palmas,Barcelona,1:2,1,Barcelona,1987/1988
1,Zaragoza,Real Sociedad,1:0,1,Zaragoza,1987/1988
1,Sevilla,Betis,1:2,1,Betis,1987/1988
1,Osasuna,Real Murcia,1:0,1,Osasuna,1987/1988
1,Atlético,CE Sabadell,1:0,1,Atlético,1987/1988
2,Betis,Espanyol,3:1,2,Betis,1987/1988
2,CE Sabadell,Cádiz CF,0:1,1,Cádiz CF,1987/1988
2,Real Sociedad,Osasuna,0:0,0,Empate,1987/1988
2,Real Madrid,Sporting,7:0,7,Real Madrid,1987/1988
2,Real Murcia,Las Palmas,2:0,2,Real Murcia,1987/1988
2,Valladolid,Zaragoza,1:1,0,Empate,1987/1988
2,Barcelona,Sevilla,1:2,1,Sevilla,1987/1988
2,Celta,Valencia,3:3,0,Empate,1987/1988
2,CD Logroñés,Athletic,1:1,0,Empate,1987/1988
2,Mallorca,Atlético,1:1,0,Empate,1987/1988
3,Espanyol,Barcelona,2:0,2,Espanyol,1987/1988
3,Cádiz CF,Sporting,2:0,2,Cádiz CF,1987/1988
3,Zaragoza,Real Madrid,1:7,6,Real Madrid,1987/1988
3,Las Palmas,Real Sociedad,3:2,1,Las Palmas,1987/1988
3,Valencia,Betis,1:0,1,Valencia,1987/1988
3,Osasuna,Valladolid,4:1,3,Osasuna,1987/1988
3,Atlético,CD Logroñés,3:0,3,Atlético,1987/1988
3,CE Sabadell,Mallorca,2:0,2,CE Sabadell,1987/1988
3,Sevilla,Real Murcia,1:2,1,Real Murcia,1987/1988
3,Athletic,Celta,1:0,1,Athletic,1987/1988
4,CD Logroñés,CE Sabadell,1:1,0,Empate,1987/1988
4,Valladolid,Las Palmas,0:0,0,Empate,1987/1988
4,Real Murcia,Espanyol,0:1,1,Espanyol,1987/1988
4,Mallorca,Cádiz CF,1:4,3,Cádiz CF,1987/1988
4,Real Madrid,Osasuna,3:0,3,Real Madrid,1987/1988
4,Sporting,Zaragoza,2:1,1,Sporting,1987/1988
4,Real Sociedad,Sevilla,0:1,1,Sevilla,1987/1988
4,Barcelona,Valencia,0:1,1,Valencia,1987/1988
4,Betis,Athletic,0:0,0,Empate,1987/1988
4,Celta,Atlético,1:0,1,Celta,1987/1988
5,Las Palmas,Real Madrid,0:2,2,Real Madrid,1987/1988
5,Espanyol,Real Sociedad,0:4,4,Real Sociedad,1987/1988
5,Athletic,Barcelona,1:0,1,Athletic,1987/1988
5,Osasuna,Sporting,0:0,0,Empate,1987/1988
5,CE Sabadell,Celta,0:0,0,Empate,1987/1988
5,Mallorca,CD Logroñés,4:0,4,Mallorca,1987/1988
5,Sevilla,Valladolid,1:0,1,Sevilla,1987/1988
5,Cádiz CF,Zaragoza,0:2,2,Zaragoza,1987/1988
5,Valencia,Real Murcia,2:0,2,Valencia,1987/1988
5,Atlético,Betis,1:0,1,Atlético,1987/1988
6,Barcelona,Atlético,1:2,1,Atlético,1987/1988
6,Real Sociedad,Valencia,3:0,3,Real Sociedad,1987/1988
6,CD Logroñés,Cádiz CF,1:2,1,Cádiz CF,1987/1988
6,Celta,Mallorca,1:1,0,Empate,1987/1988
6,Betis,CE Sabadell,6:0,6,Betis,1987/1988
6,Zaragoza,Osasuna,1:0,1,Zaragoza,1987/1988
6,Real Madrid,Sevilla,3:1,2,Real Madrid,1987/1988
6,Valladolid,Espanyol,1:0,1,Valladolid,1987/1988
6,Real Murcia,Athletic,2:3,1,Athletic,1987/1988
6,Sporting,Las Palmas,4:1,3,Sporting,1987/1988
7,Las Palmas,Zaragoza,2:1,1,Las Palmas,1987/1988
7,Athletic,Real Sociedad,1:4,3,Real Sociedad,1987/1988
7,Espanyol,Real Madrid,0:2,2,Real Madrid,1987/1988
7,CD Logroñés,Celta,0:0,0,Empate,1987/1988
7,Cádiz CF,Osasuna,1:1,0,Empate,1987/1988
7,Atlético,Real Murcia,1:0,1,Atlético,1987/1988
7,Valencia,Valladolid,0:1,1,Valladolid,1987/1988
7,Sevilla,Sporting,2:0,2,Sevilla,1987/1988
7,CE Sabadell,Barcelona,0:1,1,Barcelona,1987/1988
