Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Espanyol,Barcelona,0:1,1,Barcelona,1990/1991
1,Tenerife,Athletic,1:0,1,Tenerife,1990/1991
1,Valencia,Atlético,1:1,0,Empate,1990/1991
1,Real Oviedo,Sevilla,0:0,0,Empate,1990/1991
1,Real Sociedad,Zaragoza,1:0,1,Real Sociedad,1990/1991
1,Betis,Sporting,2:2,0,Empate,1990/1991
1,Valladolid,Osasuna,1:1,0,Empate,1990/1991
1,Real Madrid,CD Castellón,1:0,1,Real Madrid,1990/1991
1,CD Logroñés,Mallorca,1:2,1,Mallorca,1990/1991
1,Real Burgos,Cádiz CF,1:0,1,Real Burgos,1990/1991
2,Sevilla,Real Madrid,2:0,2,Sevilla,1990/1991
2,CD Castellón,Espanyol,1:1,0,Empate,1990/1991
2,Osasuna,Tenerife,3:1,2,Osasuna,1990/1991
2,Zaragoza,CD Logroñés,0:1,1,CD Logroñés,1990/1991
2,Athletic,Real Burgos,2:1,1,Athletic,1990/1991
2,Sporting,Valladolid,4:0,4,Sporting,1990/1991
2,Mallorca,Real Oviedo,1:1,0,Empate,1990/1991
2,Atlético,Betis,2:1,1,Atlético,1990/1991
2,Barcelona,Valencia,3:1,2,Barcelona,1990/1991
2,Cádiz CF,Real Sociedad,1:1,0,Empate,1990/1991
3,Valladolid,Atlético,0:0,0,Empate,1990/1991
3,Betis,Barcelona,2:3,1,Barcelona,1990/1991
3,Valencia,CD Castellón,1:0,1,Valencia,1990/1991
3,Real Madrid,Mallorca,3:0,3,Real Madrid,1990/1991
3,Real Oviedo,Zaragoza,2:1,1,Real Oviedo,1990/1991
3,CD Logroñés,Cádiz CF,1:1,0,Empate,1990/1991
3,Athletic,Osasuna,2:0,2,Athletic,1990/1991
3,Tenerife,Sporting,0:0,0,Empate,1990/1991
3,Espanyol,Sevilla,4:0,4,Espanyol,1990/1991
3,Real Burgos,Real Sociedad,2:0,2,Real Burgos,1990/1991
4,Zaragoza,Real Madrid,1:3,2,Real Madrid,1990/1991
4,Sevilla,Valencia,2:1,1,Sevilla,1990/1991
4,Atlético,Tenerife,1:1,0,Empate,1990/1991
4,Real Sociedad,CD Logroñés,2:0,2,Real Sociedad,1990/1991
4,Osasuna,Real Burgos,1:0,1,Osasuna,1990/1991
4,Barcelona,Valladolid,1:0,1,Barcelona,1990/1991
4,CD Castellón,Betis,3:1,2,CD Castellón,1990/1991
4,Mallorca,Espanyol,4:0,4,Mallorca,1990/1991
4,Sporting,Athletic,3:1,2,Sporting,1990/1991
4,Cádiz CF,Real Oviedo,2:1,1,Cádiz CF,1990/1991
5,Athletic,Atlético,2:1,1,Athletic,1990/1991
5,Valencia,Mallorca,1:0,1,Valencia,1990/1991
5,Real Oviedo,Real Sociedad,2:1,1,Real Oviedo,1990/1991
5,Osasuna,Sporting,2:1,1,Osasuna,1990/1991
5,Espanyol,Zaragoza,0:0,0,Empate,1990/1991
5,Real Burgos,CD Logroñés,1:2,1,CD Logroñés,1990/1991
5,Valladolid,CD Castellón,0:0,0,Empate,1990/1991
5,Tenerife,Barcelona,0:1,1,Barcelona,1990/1991
5,Real Madrid,Cádiz CF,2:1,1,Real Madrid,1990/1991
5,Betis,Sevilla,0:3,3,Sevilla,1990/1991
6,Barcelona,Athletic,4:1,3,Barcelona,1990/1991
6,Zaragoza,Valencia,2:1,1,Zaragoza,1990/1991
6,CD Castellón,Tenerife,5:1,4,CD Castellón,1990/1991
6,Sporting,Real Burgos,0:0,0,Empate,1990/1991
6,Atlético,Osasuna,2:2,0,Empate,1990/1991
6,Sevilla,Valladolid,1:0,1,Sevilla,1990/1991
6,Mallorca,Betis,1:0,1,Mallorca,1990/1991
6,Cádiz CF,Espanyol,0:0,0,Empate,1990/1991
6,Real Sociedad,Real Madrid,1:1,0,Empate,1990/1991
6,CD Logroñés,Real Oviedo,1:0,1,CD Logroñés,1990/1991
7,Osasuna,Barcelona,0:0,0,Empate,1990/1991
7,Real Burgos,Real Oviedo,4:0,4,Real Burgos,1990/1991
7,Valencia,Cádiz CF,2:1,1,Valencia,1990/1991
7,Real Madrid,CD Logroñés,0:0,0,Empate,1990/1991
7,Valladolid,Mallorca,5:1,4,Valladolid,1990/1991
7,Athletic,CD Castellón,1:1,0,Empate,1990/1991
7,Espanyol,Real Sociedad,1:0,1,Espanyol,1990/1991
7,Tenerife,Sevilla,0:4,4,Sevilla,1990/1991
7,Sporting,Atlético,1:2,1,Atlético,1990/1991
7,Betis,Zaragoza,1:1,0,Empate,1990/1991
8,Sevilla,Athletic,3:0,3,Sevilla,1990/1991
8,Barcelona,Sporting,3:2,1,Barcelona,1990/1991
8,Real Sociedad,Valencia,1:0,1,Real Sociedad,1990/1991
8,CD Logroñés,Espanyol,1:0,1,CD Logroñés,1990/1991
8,Atlético,Real Burgos,0:0,0,Empate,1990/1991
8,CD Castellón,Osasuna,1:0,1,CD Castellón,1990/1991
8,Cádiz CF,Betis,1:2,1,Betis,1990/1991
8,Mallorca,Tenerife,0:1,1,Tenerife,1990/1991
8,Real Oviedo,Real Madrid,0:0,0,Empate,1990/1991
8,Zaragoza,Valladolid,2:2,0,Empate,1990/1991
9,Atlético,Barcelona,2:1,1,Atlético,1990/1991
9,Espanyol,Real Oviedo,5:0,5,Espanyol,1990/1991
9,Valladolid,Cádiz CF,0:0,0,Empate,1990/1991
9,Valencia,CD Logroñés,0:1,1,CD Logroñés,1990/1991
9,Athletic,Mallorca,2:0,2,Athletic,1990/1991
9,Sporting,CD Castellón,1:0,1,Sporting,1990/1991
9,Tenerife,Zaragoza,0:2,2,Zaragoza,1990/1991
9,Betis,Real Sociedad,1:1,0,Empate,1990/1991
9,Osasuna,Sevilla,1:0,1,Osasuna,1990/1991
