Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Celta,Málaga,0:1,1,Málaga,2012/2013
1,Sevilla,Getafe,2:1,1,Sevilla,2012/2013
1,Mallorca,Espanyol,2:1,1,Mallorca,2012/2013
1,Athletic,Betis,3:5,2,Betis,2012/2013
1,Real Madrid,Valencia,1:1,0,Empate,2012/2013
1,Barcelona,Real Sociedad,5:1,4,Barcelona,2012/2013
1,Levante,Atlético,1:1,0,Empate,2012/2013
1,Deportivo,Osasuna,2:0,2,Deportivo,2012/2013
1,Rayo,Granada,1:0,1,Rayo,2012/2013
1,Zaragoza,Valladolid,0:1,1,Valladolid,2012/2013
2,Real Sociedad,Celta,2:1,1,Real Sociedad,2012/2013
2,Betis,Rayo,1:2,1,Rayo,2012/2013
2,Espanyol,Zaragoza,1:2,1,Zaragoza,2012/2013
2,Málaga,Mallorca,1:1,0,Empate,2012/2013
2,Osasuna,Barcelona,1:2,1,Barcelona,2012/2013
2,Getafe,Real Madrid,2:1,1,Getafe,2012/2013
2,Granada,Sevilla,1:1,0,Empate,2012/2013
2,Valencia,Deportivo,3:3,0,Empate,2012/2013
2,Valladolid,Levante,2:0,2,Valladolid,2012/2013
2,Atlético,Athletic,4:0,4,Atlético,2012/2013
3,Celta,Osasuna,2:0,2,Celta,2012/2013
3,Zaragoza,Málaga,0:1,1,Málaga,2012/2013
3,Deportivo,Getafe,1:1,0,Empate,2012/2013
3,Mallorca,Real Sociedad,1:0,1,Mallorca,2012/2013
3,Rayo,Sevilla,0:0,0,Empate,2012/2013
3,Athletic,Valladolid,2:0,2,Athletic,2012/2013
3,Levante,Espanyol,3:2,1,Levante,2012/2013
3,Real Madrid,Granada,3:0,3,Real Madrid,2012/2013
3,Barcelona,Valencia,1:0,1,Barcelona,2012/2013
3,Betis,Atlético,2:4,2,Atlético,2012/2013
4,Málaga,Levante,3:1,2,Málaga,2012/2013
4,Valencia,Celta,2:1,1,Valencia,2012/2013
