Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Barcelona,Athletic,3:3,0,Empate,1943/1944
1,CD Castellón,Espanyol,2:1,1,CD Castellón,1943/1944
1,Real Sociedad,Valencia,2:4,2,Valencia,1943/1944
1,Atlético,Celta,7:0,7,Atlético,1943/1944
1,Granada,Real Oviedo,5:2,3,Granada,1943/1944
1,Sevilla,CE Sabadell,5:2,3,Sevilla,1943/1944
1,Deportivo,Real Madrid,2:2,0,Empate,1943/1944
2,Athletic,Deportivo,3:1,2,Athletic,1943/1944
2,CE Sabadell,Granada,2:0,2,CE Sabadell,1943/1944
2,Espanyol,Real Sociedad,2:2,0,Empate,1943/1944
2,Real Madrid,Sevilla,3:5,2,Sevilla,1943/1944
2,Real Oviedo,Atlético,4:1,3,Real Oviedo,1943/1944
2,Valencia,Barcelona,3:4,1,Barcelona,1943/1944
2,Celta,CD Castellón,2:2,0,Empate,1943/1944
3,Granada,Real Madrid,2:2,0,Empate,1943/1944
3,Real Sociedad,Barcelona,1:1,0,Empate,1943/1944
3,Sevilla,Athletic,3:0,3,Sevilla,1943/1944
3,Deportivo,Valencia,0:2,2,Valencia,1943/1944
3,Espanyol,Celta,1:1,0,Empate,1943/1944
3,Atlético,CE Sabadell,4:3,1,Atlético,1943/1944
3,CD Castellón,Real Oviedo,2:0,2,CD Castellón,1943/1944
4,Real Oviedo,Espanyol,6:1,5,Real Oviedo,1943/1944
4,Barcelona,Deportivo,3:3,0,Empate,1943/1944
4,CE Sabadell,CD Castellón,1:0,1,CE Sabadell,1943/1944
4,Athletic,Granada,2:2,0,Empate,1943/1944
4,Real Madrid,Atlético,3:2,1,Real Madrid,1943/1944
4,Celta,Real Sociedad,0:2,2,Real Sociedad,1943/1944
4,Valencia,Sevilla,8:0,8,Valencia,1943/1944
5,Espanyol,CE Sabadell,5:1,4,Espanyol,1943/1944
5,CD Castellón,Real Madrid,2:1,1,CD Castellón,1943/1944
