Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Real Racing,Valladolid,0:1,1,Valladolid,2002/2003
1,Rayo,Alavés,2:2,0,Empate,2002/2003
1,Real Sociedad,Athletic,4:2,2,Real Sociedad,2002/2003
1,Mallorca,Valencia,0:2,2,Valencia,2002/2003
1,Villarreal,Osasuna,2:2,0,Empate,2002/2003
1,RC Recreativo,Málaga,2:3,1,Málaga,2002/2003
1,Barcelona,Atlético,2:2,0,Empate,2002/2003
1,Deportivo,Betis,2:4,2,Betis,2002/2003
1,Sevilla,Celta,0:1,1,Celta,2002/2003
1,Real Madrid,Espanyol,2:0,2,Real Madrid,2002/2003
2,Málaga,Rayo,2:1,1,Málaga,2002/2003
2,Osasuna,Deportivo,1:2,1,Deportivo,2002/2003
2,Athletic,Barcelona,0:2,2,Barcelona,2002/2003
2,Valencia,RC Recreativo,3:0,3,Valencia,2002/2003
2,Espanyol,Real Sociedad,1:3,2,Real Sociedad,2002/2003
2,Alavés,Real Racing,0:1,1,Real Racing,2002/2003
2,Celta,Mallorca,3:1,2,Celta,2002/2003
2,Valladolid,Villarreal,1:0,1,Valladolid,2002/2003
2,Atlético,Sevilla,1:1,0,Empate,2002/2003
2,Betis,Real Madrid,1:1,0,Empate,2002/2003
3,Real Madrid,Osasuna,4:1,3,Real Madrid,2002/2003
3,Barcelona,Espanyol,2:0,2,Barcelona,2002/2003
3,Deportivo,Valladolid,2:0,2,Deportivo,2002/2003
3,Mallorca,Atlético,0:4,4,Atlético,2002/2003
3,Rayo,Real Racing,3:1,2,Rayo,2002/2003
3,Sevilla,Athletic,1:1,0,Empate,2002/2003
3,Villarreal,Alavés,0:1,1,Alavés,2002/2003
3,Málaga,Valencia,2:2,0,Empate,2002/2003
3,RC Recreativo,Celta,0:3,3,Celta,2002/2003
3,Real Sociedad,Betis,3:3,0,Empate,2002/2003
4,Alavés,Deportivo,1:2,1,Deportivo,2002/2003
4,Betis,Barcelona,3:0,3,Betis,2002/2003
4,Valladolid,Real Madrid,1:1,0,Empate,2002/2003
4,Athletic,Mallorca,0:2,2,Mallorca,2002/2003
4,Atlético,RC Recreativo,1:1,0,Empate,2002/2003
4,Celta,Málaga,2:2,0,Empate,2002/2003
4,Espanyol,Sevilla,0:0,0,Empate,2002/2003
4,Real Racing,Villarreal,1:1,0,Empate,2002/2003
4,Osasuna,Real Sociedad,2:3,1,Real Sociedad,2002/2003
4,Valencia,Rayo,3:0,3,Valencia,2002/2003
5,RC Recreativo,Athletic,1:2,1,Athletic,2002/2003
5,Real Sociedad,Valladolid,2:1,1,Real Sociedad,2002/2003
5,Málaga,Atlético,3:1,2,Málaga,2002/2003
5,Real Madrid,Alavés,5:2,3,Real Madrid,2002/2003
5,Barcelona,Osasuna,2:2,0,Empate,2002/2003
5,Deportivo,Real Racing,0:2,2,Real Racing,2002/2003
5,Mallorca,Espanyol,2:0,2,Mallorca,2002/2003
5,Rayo,Villarreal,2:2,0,Empate,2002/2003
5,Valencia,Celta,0:1,1,Celta,2002/2003
5,Sevilla,Betis,1:1,0,Empate,2002/2003
6,Villarreal,Deportivo,3:1,2,Villarreal,2002/2003
6,Real Racing,Real Madrid,2:0,2,Real Racing,2002/2003
6,Atlético,Valencia,1:1,0,Empate,2002/2003
6,Betis,Mallorca,0:1,1,Mallorca,2002/2003
6,Athletic,Málaga,1:1,0,Empate,2002/2003
6,Celta,Rayo,0:1,1,Rayo,2002/2003
6,Espanyol,RC Recreativo,2:0,2,Espanyol,2002/2003
6,Osasuna,Sevilla,2:1,1,Osasuna,2002/2003
6,Alavés,Real Sociedad,2:2,0,Empate,2002/2003
6,Valladolid,Barcelona,2:1,1,Valladolid,2002/2003
7,RC Recreativo,Betis,1:1,0,Empate,2002/2003
7,Real Madrid,Villarreal,1:1,0,Empate,2002/2003
7,Rayo,Deportivo,1:2,1,Deportivo,2002/2003
7,Valencia,Athletic,5:1,4,Valencia,2002/2003
7,Barcelona,Alavés,6:1,5,Barcelona,2002/2003
7,Celta,Atlético,0:0,0,Empate,2002/2003
7,Mallorca,Osasuna,2:0,2,Mallorca,2002/2003
7,Sevilla,Valladolid,2:1,1,Sevilla,2002/2003
7,Málaga,Espanyol,3:4,1,Espanyol,2002/2003
7,Real Sociedad,Real Racing,2:1,1,Real Sociedad,2002/2003
8,Valladolid,Mallorca,1:3,2,Mallorca,2002/2003
8,Atlético,Rayo,2:0,2,Atlético,2002/2003
8,Deportivo,Real Madrid,0:0,0,Empate,2002/2003
8,Betis,Málaga,3:0,3,Betis,2002/2003
8,Athletic,Celta,2:1,1,Athletic,2002/2003
8,Espanyol,Valencia,0:1,1,Valencia,2002/2003
8,Osasuna,RC Recreativo,0:1,1,RC Recreativo,2002/2003
8,Villarreal,Real Sociedad,0:1,1,Real Sociedad,2002/2003
8,Alavés,Sevilla,1:0,1,Alavés,2002/2003
8,Real Racing,Barcelona,1:1,0,Empate,2002/2003
9,Málaga,Osasuna,1:0,1,Málaga,2002/2003
