Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Girona,Valladolid,0:0,0,Empate,2018/2019
1,Betis,Levante,0:3,3,Levante,2018/2019
1,Celta,Espanyol,1:1,0,Empate,2018/2019
1,Villarreal,Real Sociedad,1:2,1,Real Sociedad,2018/2019
1,Barcelona,Alavés,3:0,3,Barcelona,2018/2019
1,Eibar,Huesca,1:2,1,Huesca,2018/2019
1,Rayo,Sevilla,1:4,3,Sevilla,2018/2019
1,Real Madrid,Getafe,2:0,2,Real Madrid,2018/2019
1,Valencia,Atlético,1:1,0,Empate,2018/2019
1,Athletic,Leganés,2:1,1,Athletic,2018/2019
2,Getafe,Eibar,2:0,2,Getafe,2018/2019
2,Leganés,Real Sociedad,2:2,0,Empate,2018/2019
2,Alavés,Betis,0:0,0,Empate,2018/2019
2,Atlético,Rayo,1:0,1,Atlético,2018/2019
2,Valladolid,Barcelona,0:1,1,Barcelona,2018/2019
2,Espanyol,Valencia,2:0,2,Espanyol,2018/2019
2,Girona,Real Madrid,1:4,3,Real Madrid,2018/2019
2,Sevilla,Villarreal,0:0,0,Empate,2018/2019
2,Levante,Celta,1:2,1,Celta,2018/2019
2,Athletic,Huesca,2:2,0,Empate,2018/2019
3,Getafe,Valladolid,0:0,0,Empate,2018/2019
3,Eibar,Real Sociedad,2:1,1,Eibar,2018/2019
3,Villarreal,Girona,0:1,1,Girona,2018/2019
3,Celta,Atlético,2:0,2,Celta,2018/2019
3,Real Madrid,Leganés,4:1,3,Real Madrid,2018/2019
3,Levante,Valencia,2:2,0,Empate,2018/2019
3,Alavés,Espanyol,2:1,1,Alavés,2018/2019
3,Barcelona,Huesca,8:2,6,Barcelona,2018/2019
3,Betis,Sevilla,1:0,1,Betis,2018/2019
3,Rayo,Athletic,1:1,0,Empate,2018/2019
4,Huesca,Rayo,0:1,1,Rayo,2018/2019
4,Atlético,Eibar,1:1,0,Empate,2018/2019
4,Real Sociedad,Barcelona,1:2,1,Barcelona,2018/2019
4,Valencia,Betis,0:0,0,Empate,2018/2019
4,Athletic,Real Madrid,1:1,0,Empate,2018/2019
4,Leganés,Villarreal,0:1,1,Villarreal,2018/2019
4,Espanyol,Levante,1:0,1,Espanyol,2018/2019
4,Valladolid,Alavés,0:1,1,Alavés,2018/2019
4,Sevilla,Getafe,0:2,2,Getafe,2018/2019
4,Girona,Celta,3:2,1,Girona,2018/2019
5,Huesca,Real Sociedad,0:1,1,Real Sociedad,2018/2019
5,Rayo,Alavés,1:5,4,Alavés,2018/2019
5,Celta,Valladolid,3:3,0,Empate,2018/2019
5,Eibar,Leganés,1:0,1,Eibar,2018/2019
5,Getafe,Atlético,0:2,2,Atlético,2018/2019
5,Real Madrid,Espanyol,1:0,1,Real Madrid,2018/2019
5,Levante,Sevilla,2:6,4,Sevilla,2018/2019
5,Villarreal,Valencia,0:0,0,Empate,2018/2019
5,Betis,Athletic,2:2,0,Empate,2018/2019
5,Barcelona,Girona,2:2,0,Empate,2018/2019
6,Espanyol,Eibar,1:0,1,Espanyol,2018/2019
6,Real Sociedad,Rayo,2:2,0,Empate,2018/2019
6,Atlético,Huesca,3:0,3,Atlético,2018/2019
6,Athletic,Villarreal,0:3,3,Villarreal,2018/2019
6,Leganés,Barcelona,2:1,1,Leganés,2018/2019
6,Valencia,Celta,1:1,0,Empate,2018/2019
