Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Espanyol,Atlético,1:4,3,Atlético,1983/1984
1,Real Murcia,Real Sociedad,3:1,2,Real Murcia,1983/1984
1,Sporting,Valencia,1:1,0,Empate,1983/1984
1,Sevilla,Barcelona,3:1,2,Sevilla,1983/1984
1,Mallorca,Zaragoza,1:1,0,Empate,1983/1984
1,Real Madrid,Betis,2:0,2,Real Madrid,1983/1984
1,Valladolid,Málaga,2:2,0,Empate,1983/1984
1,Osasuna,UD Salamanca,0:0,0,Empate,1983/1984
1,Athletic,Cádiz CF,3:1,2,Athletic,1983/1984
2,Real Sociedad,Sporting,3:0,3,Real Sociedad,1983/1984
2,Valencia,Valladolid,3:2,1,Valencia,1983/1984
2,Atlético,Sevilla,1:0,1,Atlético,1983/1984
2,Barcelona,Osasuna,1:0,1,Barcelona,1983/1984
2,UD Salamanca,Mallorca,1:1,0,Empate,1983/1984
2,Cádiz CF,Real Murcia,1:3,2,Real Murcia,1983/1984
2,Betis,Espanyol,4:1,3,Betis,1983/1984
2,Zaragoza,Athletic,1:2,1,Athletic,1983/1984
2,Málaga,Real Madrid,6:2,4,Málaga,1983/1984
3,Betis,Málaga,2:0,2,Betis,1983/1984
3,Valladolid,Real Sociedad,4:1,3,Valladolid,1983/1984
3,Espanyol,Sevilla,1:0,1,Espanyol,1983/1984
3,Sporting,Cádiz CF,2:1,1,Sporting,1983/1984
3,Athletic,UD Salamanca,6:3,3,Athletic,1983/1984
3,Real Murcia,Zaragoza,0:0,0,Empate,1983/1984
3,Mallorca,Barcelona,1:4,3,Barcelona,1983/1984
3,Real Madrid,Valencia,0:1,1,Valencia,1983/1984
3,Osasuna,Atlético,1:2,1,Atlético,1983/1984
4,Atlético,Mallorca,3:0,3,Atlético,1983/1984
4,Sevilla,Osasuna,3:0,3,Sevilla,1983/1984
4,Valencia,Betis,3:1,2,Valencia,1983/1984
4,Barcelona,Athletic,4:0,4,Barcelona,1983/1984
4,Real Sociedad,Real Madrid,1:3,2,Real Madrid,1983/1984
4,UD Salamanca,Real Murcia,2:2,0,Empate,1983/1984
4,Cádiz CF,Valladolid,5:1,4,Cádiz CF,1983/1984
4,Málaga,Espanyol,2:1,1,Málaga,1983/1984
4,Zaragoza,Sporting,4:1,3,Zaragoza,1983/1984
5,Athletic,Atlético,2:2,0,Empate,1983/1984
5,Real Murcia,Barcelona,0:0,0,Empate,1983/1984
5,Valladolid,Zaragoza,2:1,1,Valladolid,1983/1984
5,Real Madrid,Cádiz CF,6:2,4,Real Madrid,1983/1984
5,Sporting,UD Salamanca,1:1,0,Empate,1983/1984
5,Espanyol,Osasuna,2:0,2,Espanyol,1983/1984
5,Málaga,Valencia,2:1,1,Málaga,1983/1984
5,Mallorca,Sevilla,2:2,0,Empate,1983/1984
5,Betis,Real Sociedad,0:0,0,Empate,1983/1984
6,Real Sociedad,Málaga,0:2,2,Málaga,1983/1984
6,Valencia,Espanyol,4:0,4,Valencia,1983/1984
6,Osasuna,Mallorca,4:0,4,Osasuna,1983/1984
6,Atlético,Real Murcia,1:1,0,Empate,1983/1984
6,UD Salamanca,Valladolid,2:2,0,Empate,1983/1984
6,Cádiz CF,Betis,0:0,0,Empate,1983/1984
6,Sevilla,Athletic,4:1,3,Sevilla,1983/1984
6,Zaragoza,Real Madrid,3:1,2,Zaragoza,1983/1984
6,Barcelona,Sporting,4:0,4,Barcelona,1983/1984
7,Athletic,Osasuna,1:0,1,Athletic,1983/1984
7,Valladolid,Barcelona,2:1,1,Valladolid,1983/1984
7,Real Murcia,Sevilla,1:1,0,Empate,1983/1984
7,Real Madrid,UD Salamanca,3:0,3,Real Madrid,1983/1984
7,Espanyol,Mallorca,3:1,2,Espanyol,1983/1984
7,Málaga,Cádiz CF,1:1,0,Empate,1983/1984
7,Sporting,Atlético,2:0,2,Sporting,1983/1984
7,Betis,Zaragoza,3:1,2,Betis,1983/1984
