Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Betis,Valencia,0:3,3,Valencia,1939/1940
1,Athletic,Atlético,1:3,2,Atlético,1939/1940
1,Real Madrid,Sevilla,1:3,2,Sevilla,1939/1940
1,Zaragoza,Celta,3:2,1,Zaragoza,1939/1940
1,Hércules CF,Real Racing,3:1,2,Hércules CF,1939/1940
1,Barcelona,Espanyol,0:1,1,Espanyol,1939/1940
2,Real Racing,Real Madrid,2:1,1,Real Racing,1939/1940
2,Celta,Barcelona,1:2,1,Barcelona,1939/1940
2,Sevilla,Athletic,3:3,0,Empate,1939/1940
2,Valencia,Zaragoza,0:0,0,Empate,1939/1940
2,Atlético,Betis,0:0,0,Empate,1939/1940
2,Espanyol,Hércules CF,3:3,0,Empate,1939/1940
3,Athletic,Betis,6:1,5,Athletic,1939/1940
3,Hércules CF,Celta,6:1,5,Hércules CF,1939/1940
3,Real Madrid,Espanyol,3:1,2,Real Madrid,1939/1940
3,Barcelona,Valencia,4:1,3,Barcelona,1939/1940
3,Sevilla,Real Racing,8:2,6,Sevilla,1939/1940
3,Zaragoza,Atlético,4:3,1,Zaragoza,1939/1940
4,Betis,Zaragoza,0:0,0,Empate,1939/1940
4,Valencia,Hércules CF,2:1,1,Valencia,1939/1940
4,Espanyol,Sevilla,2:1,1,Espanyol,1939/1940
4,Real Racing,Athletic,3:0,3,Real Racing,1939/1940
4,Atlético,Barcelona,3:0,3,Atlético,1939/1940
4,Celta,Real Madrid,2:3,1,Real Madrid,1939/1940
5,Real Madrid,Valencia,2:1,1,Real Madrid,1939/1940
5,Hércules CF,Atlético,4:1,3,Hércules CF,1939/1940
5,Athletic,Zaragoza,1:1,0,Empate,1939/1940
5,Barcelona,Betis,2:0,2,Barcelona,1939/1940
5,Sevilla,Celta,1:4,3,Celta,1939/1940
5,Real Racing,Espanyol,2:3,1,Espanyol,1939/1940
6,Valencia,Sevilla,2:2,0,Empate,1939/1940
6,Espanyol,Athletic,3:4,1,Athletic,1939/1940
6,Atlético,Real Madrid,2:1,1,Atlético,1939/1940
6,Zaragoza,Barcelona,3:1,2,Zaragoza,1939/1940
6,Betis,Hércules CF,4:3,1,Betis,1939/1940
6,Celta,Real Racing,5:1,4,Celta,1939/1940
7,Espanyol,Celta,4:1,3,Espanyol,1939/1940
7,Athletic,Barcelona,7:5,2,Athletic,1939/1940
7,Real Racing,Valencia,2:1,1,Real Racing,1939/1940
7,Sevilla,Atlético,4:1,3,Sevilla,1939/1940
7,Hércules CF,Zaragoza,5:1,4,Hércules CF,1939/1940
7,Real Madrid,Betis,3:0,3,Real Madrid,1939/1940
8,Barcelona,Hércules CF,0:0,0,Empate,1939/1940
8,Betis,Sevilla,3:2,1,Betis,1939/1940
8,Valencia,Espanyol,1:3,2,Espanyol,1939/1940
8,Zaragoza,Real Madrid,3:1,2,Zaragoza,1939/1940
8,Celta,Athletic,2:4,2,Athletic,1939/1940
8,Atlético,Real Racing,2:1,1,Atlético,1939/1940
9,Real Madrid,Barcelona,2:1,1,Real Madrid,1939/1940
9,Athletic,Hércules CF,4:1,3,Athletic,1939/1940
9,Real Racing,Betis,4:2,2,Real Racing,1939/1940
9,Sevilla,Zaragoza,3:0,3,Sevilla,1939/1940
9,Celta,Valencia,3:2,1,Celta,1939/1940
9,Espanyol,Atlético,2:0,2,Espanyol,1939/1940
10,Hércules CF,Real Madrid,0:2,2,Real Madrid,1939/1940
10,Betis,Espanyol,2:0,2,Betis,1939/1940
10,Athletic,Valencia,1:2,1,Valencia,1939/1940
10,Barcelona,Sevilla,1:2,1,Sevilla,1939/1940
10,Atlético,Celta,4:1,3,Atlético,1939/1940
10,Zaragoza,Real Racing,3:0,3,Zaragoza,1939/1940
11,Sevilla,Hércules CF,1:1,0,Empate,1939/1940
11,Real Racing,Barcelona,2:3,1,Barcelona,1939/1940
11,Real Madrid,Athletic,4:1,3,Real Madrid,1939/1940
11,Valencia,Atlético,1:0,1,Valencia,1939/1940
11,Espanyol,Zaragoza,2:0,2,Espanyol,1939/1940
11,Celta,Betis,4:2,2,Celta,1939/1940
12,Espanyol,Barcelona,1:1,0,Empate,1939/1940
12,Atlético,Athletic,3:1,2,Atlético,1939/1940
12,Celta,Zaragoza,5:1,4,Celta,1939/1940
12,Valencia,Betis,4:0,4,Valencia,1939/1940
12,Real Racing,Hércules CF,0:1,1,Hércules CF,1939/1940
12,Sevilla,Real Madrid,3:2,1,Sevilla,1939/1940
13,Hércules CF,Espanyol,1:2,1,Espanyol,1939/1940
13,Zaragoza,Valencia,1:0,1,Zaragoza,1939/1940
13,Betis,Atlético,1:2,1,Atlético,1939/1940
13,Athletic,Sevilla,3:4,1,Sevilla,1939/1940
13,Barcelona,Celta,2:0,2,Barcelona,1939/1940
13,Real Madrid,Real Racing,3:2,1,Real Madrid,1939/1940
14,Real Racing,Sevilla,3:3,0,Empate,1939/1940
14,Atlético,Zaragoza,5:1,4,Atlético,1939/1940
14,Espanyol,Real Madrid,5:4,1,Espanyol,1939/1940
14,Valencia,Barcelona,3:1,2,Valencia,1939/1940
14,Celta,Hércules CF,4:0,4,Celta,1939/1940
14,Betis,Athletic,0:0,0,Empate,1939/1940
15,Real Madrid,Celta,2:1,1,Real Madrid,1939/1940
15,Athletic,Real Racing,3:2,1,Athletic,1939/1940
15,Zaragoza,Betis,1:1,0,Empate,1939/1940
15,Barcelona,Atlético,1:2,1,Atlético,1939/1940
15,Hércules CF,Valencia,2:1,1,Hércules CF,1939/1940
