Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Eibar,Celta,0:0,0,Empate,""
1,Granada,Athletic,2:0,2,Granada,""
1,Cádiz CF,Osasuna,0:2,2,Osasuna,""
1,Alavés,Betis,0:1,1,Betis,""
1,Valladolid,Real Sociedad,1:1,0,Empate,""
1,Villarreal,Huesca,1:1,0,Empate,""
1,Valencia,Levante,4:2,2,Valencia,""
1,Atlético,Sevilla,2:0,2,Atlético,""
1,Real Madrid,Getafe,2:0,2,Real Madrid,""
1,Barcelona,Elche,3:0,3,Barcelona,""
2,Villarreal,Eibar,2:1,1,Villarreal,""
2,Getafe,Osasuna,1:0,1,Getafe,""
2,Celta,Valencia,2:1,1,Celta,""
2,Huesca,Cádiz CF,0:2,2,Cádiz CF,""
2,Betis,Valladolid,2:0,2,Betis,""
2,Granada,Alavés,2:1,1,Granada,""
2,Real Sociedad,Real Madrid,0:0,0,Empate,""
2,Athletic,Barcelona,2:3,1,Barcelona,""
2,Levante,Atlético,1:1,0,Empate,""
2,Sevilla,Elche,2:0,2,Sevilla,""
3,Alavés,Getafe,0:0,0,Empate,""
3,Valencia,Huesca,1:1,0,Empate,""
3,Elche,Real Sociedad,0:3,3,Real Sociedad,""
3,Betis,Real Madrid,2:3,1,Real Madrid,""
3,Osasuna,Levante,1:3,2,Levante,""
3,Eibar,Athletic,1:2,1,Athletic,""
3,Atlético,Granada,6:1,5,Atlético,""
3,Cádiz CF,Sevilla,1:3,2,Sevilla,""
3,Valladolid,Celta,1:1,0,Empate,""
3,Barcelona,Villarreal,4:0,4,Barcelona,""
4,Real Sociedad,Valencia,0:1,1,Valencia,""
4,Getafe,Betis,3:0,3,Getafe,""
4,Huesca,Atlético,0:0,0,Empate,""
4,Villarreal,Alavés,3:1,2,Villarreal,""
4,Eibar,Elche,0:1,1,Elche,""
4,Real Madrid,Valladolid,1:0,1,Real Madrid,""
4,Athletic,Cádiz CF,0:1,1,Cádiz CF,""
4,Sevilla,Levante,1:0,1,Sevilla,""
4,Celta,Barcelona,0:3,3,Barcelona,""
4,Granada,Osasuna,2:0,2,Granada,""
5,Valladolid,Eibar,1:2,1,Eibar,""
5,Atlético,Villarreal,0:0,0,Empate,""
5,Real Sociedad,Getafe,3:0,3,Real Sociedad,""
5,Elche,Huesca,0:0,0,Empate,""
5,Valencia,Betis,0:2,2,Betis,""
5,Osasuna,Celta,2:0,2,Osasuna,""
5,Alavés,Athletic,1:0,1,Alavés,""
5,Levante,Real Madrid,0:2,2,Real Madrid,""
5,Cádiz CF,Granada,1:1,0,Empate,""
5,Barcelona,Sevilla,1:1,0,Empate,""
6,Granada,Sevilla,1:0,1,Granada,""
6,Celta,Atlético,0:2,2,Atlético,""
6,Real Madrid,Cádiz CF,0:1,1,Cádiz CF,""
6,Getafe,Barcelona,1:0,1,Getafe,""
6,Eibar,Osasuna,0:0,0,Empate,""
6,Athletic,Levante,2:0,2,Athletic,""
6,Villarreal,Valencia,2:1,1,Villarreal,""
6,Alavés,Elche,0:2,2,Elche,""
6,Huesca,Valladolid,2:2,0,Empate,""
6,Betis,Real Sociedad,0:3,3,Real Sociedad,""
7,Elche,Valencia,2:1,1,Elche,""
7,Barcelona,Real Madrid,1:3,2,Real Madrid,""
7,Osasuna,Athletic,1:0,1,Osasuna,""
7,Sevilla,Eibar,0:1,1,Eibar,""
7,Atlético,Betis,2:0,2,Atlético,""
7,Valladolid,Alavés,0:2,2,Alavés,""
7,Cádiz CF,Villarreal,0:0,0,Empate,""
7,Getafe,Granada,0:1,1,Granada,""
7,Real Sociedad,Huesca,4:1,3,Real Sociedad,""
7,Levante,Celta,1:1,0,Empate,""
8,Eibar,Cádiz CF,0:2,2,Cádiz CF,""
8,Real Madrid,Huesca,4:1,3,Real Madrid,""
8,Athletic,Sevilla,2:1,1,Athletic,""
8,Osasuna,Atlético,1:3,2,Atlético,""
8,Alavés,Barcelona,1:1,0,Empate,""
8,Betis,Elche,3:1,2,Betis,""
8,Celta,Real Sociedad,1:4,3,Real Sociedad,""
