Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Athletic,Espanyol,2:4,2,Espanyol,1941/1942
1,Atlético,Valencia,3:0,3,Atlético,1941/1942
1,Granada,Celta,1:1,0,Empate,1941/1942
1,Sevilla,Real Oviedo,10:0,10,Sevilla,1941/1942
1,Barcelona,Hércules CF,4:4,0,Empate,1941/1942
1,Deportivo,CD Castellón,2:1,1,Deportivo,1941/1942
1,Real Sociedad,Real Madrid,2:3,1,Real Madrid,1941/1942
2,Valencia,Real Sociedad,6:0,6,Valencia,1941/1942
2,Hércules CF,Deportivo,4:2,2,Hércules CF,1941/1942
2,CD Castellón,Sevilla,1:1,0,Empate,1941/1942
2,Real Oviedo,Atlético,2:3,1,Atlético,1941/1942
2,Celta,Athletic,3:0,3,Celta,1941/1942
2,Espanyol,Barcelona,5:2,3,Espanyol,1941/1942
2,Real Madrid,Granada,5:2,3,Real Madrid,1941/1942
3,Athletic,Real Madrid,1:0,1,Athletic,1941/1942
3,Deportivo,Espanyol,2:0,2,Deportivo,1941/1942
3,Granada,Valencia,1:2,1,Valencia,1941/1942
3,Atlético,Real Sociedad,4:1,3,Atlético,1941/1942
3,Barcelona,Celta,0:2,2,Celta,1941/1942
3,Sevilla,Hércules CF,7:2,5,Sevilla,1941/1942
3,Real Oviedo,CD Castellón,4:4,0,Empate,1941/1942
4,Real Madrid,Barcelona,4:3,1,Real Madrid,1941/1942
4,Hércules CF,Real Oviedo,4:1,3,Hércules CF,1941/1942
4,Real Sociedad,Granada,1:1,0,Empate,1941/1942
4,Celta,Deportivo,2:1,1,Celta,1941/1942
4,Valencia,Athletic,1:1,0,Empate,1941/1942
4,Espanyol,Sevilla,3:1,2,Espanyol,1941/1942
4,CD Castellón,Atlético,2:4,2,Atlético,1941/1942
5,Atlético,Granada,3:0,3,Atlético,1941/1942
5,Deportivo,Real Madrid,1:0,1,Deportivo,1941/1942
5,Real Oviedo,Espanyol,1:3,2,Espanyol,1941/1942
5,Barcelona,Valencia,2:4,2,Valencia,1941/1942
5,Athletic,Real Sociedad,4:1,3,Athletic,1941/1942
5,Sevilla,Celta,2:2,0,Empate,1941/1942
5,CD Castellón,Hércules CF,4:0,4,CD Castellón,1941/1942
6,Espanyol,CD Castellón,2:3,1,CD Castellón,1941/1942
6,Valencia,Deportivo,2:0,2,Valencia,1941/1942
6,Celta,Real Oviedo,2:1,1,Celta,1941/1942
6,Real Madrid,Sevilla,0:2,2,Sevilla,1941/1942
6,Hércules CF,Atlético,2:2,0,Empate,1941/1942
6,Real Sociedad,Barcelona,2:0,2,Real Sociedad,1941/1942
6,Granada,Athletic,1:3,2,Athletic,1941/1942
7,CD Castellón,Celta,0:3,3,Celta,1941/1942
7,Hércules CF,Espanyol,1:1,0,Empate,1941/1942
7,Barcelona,Granada,4:0,4,Barcelona,1941/1942
7,Real Oviedo,Real Madrid,2:2,0,Empate,1941/1942
7,Deportivo,Real Sociedad,3:0,3,Deportivo,1941/1942
7,Atlético,Athletic,2:2,0,Empate,1941/1942
7,Sevilla,Valencia,4:1,3,Sevilla,1941/1942
8,Celta,Hércules CF,4:1,3,Celta,1941/1942
8,Real Madrid,CD Castellón,9:1,8,Real Madrid,1941/1942
8,Granada,Deportivo,4:1,3,Granada,1941/1942
8,Valencia,Real Oviedo,5:2,3,Valencia,1941/1942
8,Real Sociedad,Sevilla,2:1,1,Real Sociedad,1941/1942
8,Espanyol,Atlético,5:0,5,Espanyol,1941/1942
8,Athletic,Barcelona,6:3,3,Athletic,1941/1942
9,Atlético,Barcelona,5:4,1,Atlético,1941/1942
9,Deportivo,Athletic,2:1,1,Deportivo,1941/1942
9,CD Castellón,Valencia,2:2,0,Empate,1941/1942
9,Real Oviedo,Real Sociedad,3:1,2,Real Oviedo,1941/1942
9,Espanyol,Celta,3:1,2,Espanyol,1941/1942
9,Sevilla,Granada,3:0,3,Sevilla,1941/1942
9,Hércules CF,Real Madrid,1:2,1,Real Madrid,1941/1942
10,Barcelona,Deportivo,2:1,1,Barcelona,1941/1942
10,Granada,Real Oviedo,8:0,8,Granada,1941/1942
10,Valencia,Hércules CF,7:1,6,Valencia,1941/1942
10,Celta,Atlético,0:2,2,Atlético,1941/1942
10,Real Madrid,Espanyol,1:1,0,Empate,1941/1942
10,Athletic,Sevilla,1:1,0,Empate,1941/1942
10,Real Sociedad,CD Castellón,3:0,3,Real Sociedad,1941/1942
11,Celta,Real Madrid,2:4,2,Real Madrid,1941/1942
11,Sevilla,Barcelona,1:2,1,Barcelona,1941/1942
11,Real Oviedo,Athletic,2:1,1,Real Oviedo,1941/1942
11,Espanyol,Valencia,0:1,1,Valencia,1941/1942
11,Hércules CF,Real Sociedad,3:1,2,Hércules CF,1941/1942
11,Atlético,Deportivo,0:0,0,Empate,1941/1942
11,CD Castellón,Granada,3:2,1,CD Castellón,1941/1942
12,Atlético,Real Madrid,2:0,2,Atlético,1941/1942
12,Athletic,CD Castellón,2:2,0,Empate,1941/1942
12,Granada,Hércules CF,7:2,5,Granada,1941/1942
12,Barcelona,Real Oviedo,6:3,3,Barcelona,1941/1942
12,Valencia,Celta,7:3,4,Valencia,1941/1942
12,Real Sociedad,Espanyol,1:2,1,Espanyol,1941/1942
12,Deportivo,Sevilla,2:1,1,Deportivo,1941/1942
13,Espanyol,Granada,1:1,0,Empate,1941/1942
13,CD Castellón,Barcelona,1:1,0,Empate,1941/1942
13,Hércules CF,Athletic,3:1,2,Hércules CF,1941/1942
13,Real Madrid,Valencia,5:3,2,Real Madrid,1941/1942
13,Sevilla,Atlético,1:0,1,Sevilla,1941/1942
13,Celta,Real Sociedad,6:1,5,Celta,1941/1942
13,Real Oviedo,Deportivo,1:1,0,Empate,1941/1942
14,Espanyol,Athletic,1:1,0,Empate,1941/1942
14,Valencia,Atlético,0:1,1,Atlético,1941/1942
14,Real Oviedo,Sevilla,4:0,4,Real Oviedo,1941/1942
14,Real Madrid,Real Sociedad,6:4,2,Real Madrid,1941/1942
14,CD Castellón,Deportivo,1:0,1,CD Castellón,1941/1942
14,Celta,Granada,3:3,0,Empate,1941/1942
14,Hércules CF,Barcelona,3:1,2,Hércules CF,1941/1942
15,Atlético,Real Oviedo,0:2,2,Real Oviedo,1941/1942
15,Deportivo,Hércules CF,3:1,2,Deportivo,1941/1942
15,Athletic,Celta,10:0,10,Athletic,1941/1942
15,Real Sociedad,Valencia,0:3,3,Valencia,1941/1942
15,Barcelona,Espanyol,1:2,1,Espanyol,1941/1942
15,Granada,Real Madrid,3:1,2,Granada,1941/1942
15,Sevilla,CD Castellón,4:1,3,Sevilla,1941/1942
16,Celta,Barcelona,1:0,1,Celta,1941/1942
16,Real Madrid,Athletic,3:2,1,Real Madrid,1941/1942
16,Real Sociedad,Atlético,1:2,1,Atlético,1941/1942
16,Hércules CF,Sevilla,1:0,1,Hércules CF,1941/1942
16,CD Castellón,Real Oviedo,4:0,4,CD Castellón,1941/1942
16,Espanyol,Deportivo,1:2,1,Deportivo,1941/1942
16,Valencia,Granada,5:0,5,Valencia,1941/1942
17,Barcelona,Real Madrid,0:2,2,Real Madrid,1941/1942
17,Deportivo,Celta,4:0,4,Deportivo,1941/1942
17,Atlético,CD Castellón,4:4,0,Empate,1941/1942
17,Real Oviedo,Hércules CF,2:0,2,Real Oviedo,1941/1942
17,Sevilla,Espanyol,6:0,6,Sevilla,1941/1942
17,Granada,Real Sociedad,3:1,2,Granada,1941/1942
17,Athletic,Valencia,2:3,1,Valencia,1941/1942
18,Hércules CF,CD Castellón,0:1,1,CD Castellón,1941/1942
18,Valencia,Barcelona,4:2,2,Valencia,1941/1942
18,Real Sociedad,Athletic,0:1,1,Athletic,1941/1942
18,Granada,Atlético,0:1,1,Atlético,1941/1942
18,Celta,Sevilla,1:1,0,Empate,1941/1942
18,Espanyol,Real Oviedo,1:1,0,Empate,1941/1942
18,Real Madrid,Deportivo,3:0,3,Real Madrid,1941/1942
19,Athletic,Granada,1:0,1,Athletic,1941/1942
19,Atlético,Hércules CF,5:1,4,Atlético,1941/1942
19,Real Oviedo,Celta,2:1,1,Real Oviedo,1941/1942
19,Barcelona,Real Sociedad,4:2,2,Barcelona,1941/1942
19,Deportivo,Valencia,0:3,3,Valencia,1941/1942
19,Sevilla,Real Madrid,2:2,0,Empate,1941/1942
19,CD Castellón,Espanyol,2:0,2,CD Castellón,1941/1942
20,Valencia,Sevilla,8:1,7,Valencia,1941/1942
20,Celta,CD Castellón,1:2,1,CD Castellón,1941/1942
20,Espanyol,Hércules CF,2:0,2,Espanyol,1941/1942
20,Real Sociedad,Deportivo,3:2,1,Real Sociedad,1941/1942
20,Athletic,Atlético,6:0,6,Athletic,1941/1942
20,Granada,Barcelona,6:0,6,Granada,1941/1942
20,Real Madrid,Real Oviedo,1:1,0,Empate,1941/1942
21,Deportivo,Granada,1:4,3,Granada,1941/1942
21,Hércules CF,Celta,1:3,2,Celta,1941/1942
21,Sevilla,Real Sociedad,1:0,1,Sevilla,1941/1942
21,Real Oviedo,Valencia,1:1,0,Empate,1941/1942
21,Atlético,Espanyol,2:0,2,Atlético,1941/1942
21,Barcelona,Athletic,1:2,1,Athletic,1941/1942
21,CD Castellón,Real Madrid,0:3,3,Real Madrid,1941/1942
22,Barcelona,Atlético,5:1,4,Barcelona,1941/1942
22,Granada,Sevilla,3:2,1,Granada,1941/1942
22,Real Sociedad,Real Oviedo,0:3,3,Real Oviedo,1941/1942
22,Athletic,Deportivo,0:0,0,Empate,1941/1942
22,Real Madrid,Hércules CF,2:1,1,Real Madrid,1941/1942
22,Valencia,CD Castellón,6:2,4,Valencia,1941/1942
22,Celta,Espanyol,4:3,1,Celta,1941/1942
23,Atlético,Celta,2:0,2,Atlético,1941/1942
23,Hércules CF,Valencia,1:3,2,Valencia,1941/1942
23,Real Oviedo,Granada,3:1,2,Real Oviedo,1941/1942
23,Deportivo,Barcelona,1:0,1,Deportivo,1941/1942
23,Espanyol,Real Madrid,0:0,0,Empate,1941/1942
23,Sevilla,Athletic,2:1,1,Sevilla,1941/1942
23,CD Castellón,Real Sociedad,5:0,5,CD Castellón,1941/1942
24,Valencia,Espanyol,2:1,1,Valencia,1941/1942
24,Deportivo,Atlético,2:1,1,Deportivo,1941/1942
24,Barcelona,Sevilla,6:2,4,Barcelona,1941/1942
24,Real Madrid,Celta,2:3,1,Celta,1941/1942
24,Athletic,Real Oviedo,2:0,2,Athletic,1941/1942
24,Real Sociedad,Hércules CF,2:1,1,Real Sociedad,1941/1942
24,Granada,CD Castellón,7:3,4,Granada,1941/1942
25,Real Oviedo,Barcelona,1:1,0,Empate,1941/1942
25,Hércules CF,Granada,2:2,0,Empate,1941/1942
25,Sevilla,Deportivo,2:2,0,Empate,1941/1942
25,Espanyol,Real Sociedad,8:0,8,Espanyol,1941/1942
25,Real Madrid,Atlético,4:1,3,Real Madrid,1941/1942
25,CD Castellón,Athletic,4:0,4,CD Castellón,1941/1942
25,Celta,Valencia,3:3,0,Empate,1941/1942
26,Barcelona,CD Castellón,3:1,2,Barcelona,1941/1942
26,Valencia,Real Madrid,3:1,2,Valencia,1941/1942
26,Granada,Espanyol,4:0,4,Granada,1941/1942
26,Atlético,Sevilla,0:0,0,Empate,1941/1942
26,Real Sociedad,Celta,2:2,0,Empate,1941/1942
26,Deportivo,Real Oviedo,1:0,1,Deportivo,1941/1942
26,Athletic,Hércules CF,2:2,0,Empate,1941/1942
