Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Valencia,Espanyol,4:1,3,Valencia,1948/1949
1,Atlético,Sevilla,1:1,0,Empate,1948/1949
1,Barcelona,Real Oviedo,5:2,3,Barcelona,1948/1949
1,Athletic,Valladolid,7:2,5,Athletic,1948/1949
1,CD Alcoyano,Deportivo,1:0,1,CD Alcoyano,1948/1949
1,Celta,Gimnàstic de Tarragona,6:4,2,Celta,1948/1949
1,CE Sabadell,Real Madrid,1:2,1,Real Madrid,1948/1949
2,Valladolid,Celta,4:2,2,Valladolid,1948/1949
2,Deportivo,CE Sabadell,5:2,3,Deportivo,1948/1949
2,Espanyol,Atlético,4:1,3,Espanyol,1948/1949
2,Real Oviedo,Valencia,2:1,1,Real Oviedo,1948/1949
2,Sevilla,Athletic,6:0,6,Sevilla,1948/1949
2,Real Madrid,Barcelona,1:2,1,Barcelona,1948/1949
2,Gimnàstic de Tarragona,CD Alcoyano,3:1,2,Gimnàstic de Tarragona,1948/1949
3,Valencia,Real Madrid,4:4,0,Empate,1948/1949
3,Athletic,Espanyol,4:3,1,Athletic,1948/1949
3,Valladolid,Sevilla,2:0,2,Valladolid,1948/1949
3,Atlético,Real Oviedo,6:0,6,Atlético,1948/1949
3,Barcelona,Deportivo,5:1,4,Barcelona,1948/1949
3,Celta,CD Alcoyano,5:1,4,Celta,1948/1949
3,CE Sabadell,Gimnàstic de Tarragona,2:3,1,Gimnàstic de Tarragona,1948/1949
4,Gimnàstic de Tarragona,Barcelona,2:2,0,Empate,1948/1949
4,Sevilla,Celta,2:1,1,Sevilla,1948/1949
4,CD Alcoyano,CE Sabadell,2:1,1,CD Alcoyano,1948/1949
4,Espanyol,Valladolid,5:1,4,Espanyol,1948/1949
4,Real Oviedo,Athletic,6:3,3,Real Oviedo,1948/1949
4,Real Madrid,Atlético,1:2,1,Atlético,1948/1949
4,Deportivo,Valencia,1:2,1,Valencia,1948/1949
5,Valencia,Gimnàstic de Tarragona,7:0,7,Valencia,1948/1949
5,Athletic,Real Madrid,2:3,1,Real Madrid,1948/1949
5,Sevilla,Espanyol,0:3,3,Espanyol,1948/1949
5,Valladolid,Real Oviedo,2:1,1,Valladolid,1948/1949
5,Atlético,Deportivo,4:0,4,Atlético,1948/1949
5,Celta,CE Sabadell,3:2,1,Celta,1948/1949
5,Barcelona,CD Alcoyano,4:0,4,Barcelona,1948/1949
6,Real Madrid,Valladolid,4:1,3,Real Madrid,1948/1949
6,Espanyol,Celta,5:0,5,Espanyol,1948/1949
6,Real Oviedo,Sevilla,0:1,1,Sevilla,1948/1949
6,Gimnàstic de Tarragona,Atlético,2:1,1,Gimnàstic de Tarragona,1948/1949
6,CD Alcoyano,Valencia,0:1,1,Valencia,1948/1949
6,CE Sabadell,Barcelona,1:0,1,CE Sabadell,1948/1949
6,Deportivo,Athletic,3:1,2,Deportivo,1948/1949
7,Atlético,CD Alcoyano,4:0,4,Atlético,1948/1949
7,Espanyol,Real Oviedo,0:0,0,Empate,1948/1949
7,Athletic,Gimnàstic de Tarragona,4:1,3,Athletic,1948/1949
7,Sevilla,Real Madrid,1:5,4,Real Madrid,1948/1949
7,Valencia,CE Sabadell,3:0,3,Valencia,1948/1949
7,Celta,Barcelona,2:2,0,Empate,1948/1949
7,Valladolid,Deportivo,1:0,1,Valladolid,1948/1949
8,Real Oviedo,Celta,5:2,3,Real Oviedo,1948/1949
8,Gimnàstic de Tarragona,Valladolid,4:2,2,Gimnàstic de Tarragona,1948/1949
8,Deportivo,Sevilla,2:0,2,Deportivo,1948/1949
8,CE Sabadell,Atlético,1:3,2,Atlético,1948/1949
8,Barcelona,Valencia,4:3,1,Barcelona,1948/1949
8,Real Madrid,Espanyol,3:1,2,Real Madrid,1948/1949
8,CD Alcoyano,Athletic,1:0,1,CD Alcoyano,1948/1949
9,Atlético,Barcelona,2:0,2,Atlético,1948/1949
9,Celta,Valencia,4:2,2,Celta,1948/1949
9,Espanyol,Deportivo,4:1,3,Espanyol,1948/1949
9,Athletic,CE Sabadell,7:2,5,Athletic,1948/1949
9,Valladolid,CD Alcoyano,4:2,2,Valladolid,1948/1949
9,Sevilla,Gimnàstic de Tarragona,3:1,2,Sevilla,1948/1949
9,Real Oviedo,Real Madrid,1:1,0,Empate,1948/1949
10,Real Madrid,Celta,6:0,6,Real Madrid,1948/1949
10,CD Alcoyano,Sevilla,2:0,2,CD Alcoyano,1948/1949
10,Deportivo,Real Oviedo,1:2,1,Real Oviedo,1948/1949
10,Gimnàstic de Tarragona,Espanyol,4:1,3,Gimnàstic de Tarragona,1948/1949
10,Barcelona,Athletic,5:2,3,Barcelona,1948/1949
10,Valencia,Atlético,4:3,1,Valencia,1948/1949
10,CE Sabadell,Valladolid,3:1,2,CE Sabadell,1948/1949
11,Valladolid,Barcelona,1:1,0,Empate,1948/1949
11,Athletic,Valencia,3:2,1,Athletic,1948/1949
11,Celta,Atlético,2:2,0,Empate,1948/1949
11,Real Madrid,Deportivo,3:1,2,Real Madrid,1948/1949
11,Sevilla,CE Sabadell,4:1,3,Sevilla,1948/1949
11,Espanyol,CD Alcoyano,1:1,0,Empate,1948/1949
11,Real Oviedo,Gimnàstic de Tarragona,0:2,2,Gimnàstic de Tarragona,1948/1949
12,Gimnàstic de Tarragona,Real Madrid,3:3,0,Empate,1948/1949
12,Celta,Deportivo,1:1,0,Empate,1948/1949
12,Valencia,Valladolid,6:2,4,Valencia,1948/1949
12,CD Alcoyano,Real Oviedo,2:1,1,CD Alcoyano,1948/1949
12,Barcelona,Sevilla,2:1,1,Barcelona,1948/1949
12,Atlético,Athletic,3:2,1,Atlético,1948/1949
12,CE Sabadell,Espanyol,2:0,2,CE Sabadell,1948/1949
13,Deportivo,Gimnàstic de Tarragona,6:2,4,Deportivo,1948/1949
13,Espanyol,Barcelona,1:1,0,Empate,1948/1949
13,Sevilla,Valencia,0:2,2,Valencia,1948/1949
13,Valladolid,Atlético,0:1,1,Atlético,1948/1949
13,Athletic,Celta,3:2,1,Athletic,1948/1949
13,Real Oviedo,CE Sabadell,5:4,1,Real Oviedo,1948/1949
13,Real Madrid,CD Alcoyano,3:1,2,Real Madrid,1948/1949
14,Valladolid,Athletic,1:0,1,Valladolid,1948/1949
14,Espanyol,Valencia,3:0,3,Espanyol,1948/1949
14,Sevilla,Atlético,0:1,1,Atlético,1948/1949
14,Gimnàstic de Tarragona,Celta,3:2,1,Gimnàstic de Tarragona,1948/1949
14,Real Madrid,CE Sabadell,5:1,4,Real Madrid,1948/1949
14,Deportivo,CD Alcoyano,6:1,5,Deportivo,1948/1949
14,Real Oviedo,Barcelona,2:0,2,Real Oviedo,1948/1949
15,Celta,Valladolid,2:0,2,Celta,1948/1949
15,CE Sabadell,Deportivo,4:4,0,Empate,1948/1949
15,Valencia,Real Oviedo,3:1,2,Valencia,1948/1949
15,Athletic,Sevilla,4:0,4,Athletic,1948/1949
15,Atlético,Espanyol,2:1,1,Atlético,1948/1949
15,Barcelona,Real Madrid,3:1,2,Barcelona,1948/1949
15,CD Alcoyano,Gimnàstic de Tarragona,2:2,0,Empate,1948/1949
16,Deportivo,Barcelona,2:2,0,Empate,1948/1949
16,Espanyol,Athletic,1:1,0,Empate,1948/1949
16,Real Madrid,Valencia,4:3,1,Real Madrid,1948/1949
16,Real Oviedo,Atlético,2:0,2,Real Oviedo,1948/1949
16,CD Alcoyano,Celta,1:0,1,CD Alcoyano,1948/1949
16,Sevilla,Valladolid,2:1,1,Sevilla,1948/1949
16,Gimnàstic de Tarragona,CE Sabadell,3:2,1,Gimnàstic de Tarragona,1948/1949
17,Atlético,Real Madrid,0:2,2,Real Madrid,1948/1949
17,Valencia,Deportivo,7:1,6,Valencia,1948/1949
17,Barcelona,Gimnàstic de Tarragona,3:1,2,Barcelona,1948/1949
17,CE Sabadell,CD Alcoyano,3:1,2,CE Sabadell,1948/1949
17,Valladolid,Espanyol,1:0,1,Valladolid,1948/1949
17,Athletic,Real Oviedo,0:1,1,Real Oviedo,1948/1949
17,Celta,Sevilla,3:1,2,Celta,1948/1949
18,Real Oviedo,Valladolid,2:1,1,Real Oviedo,1948/1949
18,CD Alcoyano,Barcelona,1:2,1,Barcelona,1948/1949
18,Real Madrid,Athletic,4:2,2,Real Madrid,1948/1949
18,Gimnàstic de Tarragona,Valencia,6:1,5,Gimnàstic de Tarragona,1948/1949
18,Deportivo,Atlético,3:1,2,Deportivo,1948/1949
18,Espanyol,Sevilla,1:0,1,Espanyol,1948/1949
18,CE Sabadell,Celta,3:0,3,CE Sabadell,1948/1949
19,Atlético,Gimnàstic de Tarragona,1:0,1,Atlético,1948/1949
19,Valencia,CD Alcoyano,5:3,2,Valencia,1948/1949
19,Barcelona,CE Sabadell,4:1,3,Barcelona,1948/1949
19,Athletic,Deportivo,3:1,2,Athletic,1948/1949
19,Sevilla,Real Oviedo,1:0,1,Sevilla,1948/1949
19,Valladolid,Real Madrid,2:0,2,Valladolid,1948/1949
19,Celta,Espanyol,2:1,1,Celta,1948/1949
20,CE Sabadell,Valencia,0:3,3,Valencia,1948/1949
20,Deportivo,Valladolid,5:0,5,Deportivo,1948/1949
20,Barcelona,Celta,3:1,2,Barcelona,1948/1949
20,Real Madrid,Sevilla,1:0,1,Real Madrid,1948/1949
20,Real Oviedo,Espanyol,3:0,3,Real Oviedo,1948/1949
20,Gimnàstic de Tarragona,Athletic,3:1,2,Gimnàstic de Tarragona,1948/1949
20,CD Alcoyano,Atlético,0:0,0,Empate,1948/1949
21,Athletic,CD Alcoyano,3:0,3,Athletic,1948/1949
21,Valladolid,Gimnàstic de Tarragona,3:1,2,Valladolid,1948/1949
21,Atlético,CE Sabadell,6:0,6,Atlético,1948/1949
21,Sevilla,Deportivo,3:1,2,Sevilla,1948/1949
21,Celta,Real Oviedo,2:1,1,Celta,1948/1949
