Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Real Racing,Getafe,1:2,1,Getafe,2011/2012
1,Espanyol,Granada,3:0,3,Espanyol,2011/2012
1,Real Sociedad,Atlético,0:4,4,Atlético,2011/2012
1,Betis,Sevilla,1:1,0,Empate,2011/2012
1,Osasuna,Valencia,1:1,0,Empate,2011/2012
1,Rayo,Mallorca,0:1,1,Mallorca,2011/2012
1,Málaga,Barcelona,1:4,3,Barcelona,2011/2012
1,Levante,Zaragoza,0:0,0,Empate,2011/2012
1,Real Madrid,Athletic,4:1,3,Real Madrid,2011/2012
1,Villarreal,Sporting,3:0,3,Villarreal,2011/2012
2,Sporting,Real Sociedad,1:2,1,Real Sociedad,2011/2012
2,Valencia,Real Racing,4:3,1,Valencia,2011/2012
2,Granada,Betis,0:1,1,Betis,2011/2012
2,Atlético,Osasuna,0:0,0,Empate,2011/2012
2,Athletic,Rayo,1:1,0,Empate,2011/2012
2,Mallorca,Espanyol,1:0,1,Mallorca,2011/2012
2,Getafe,Levante,1:1,0,Empate,2011/2012
2,Zaragoza,Real Madrid,0:6,6,Real Madrid,2011/2012
2,Sevilla,Málaga,2:1,1,Sevilla,2011/2012
2,Barcelona,Villarreal,5:0,5,Barcelona,2011/2012
3,Real Sociedad,Barcelona,2:2,0,Empate,2011/2012
3,Villarreal,Sevilla,2:2,0,Empate,2011/2012
3,Real Madrid,Getafe,4:2,2,Real Madrid,2011/2012
3,Valencia,Atlético,1:0,1,Valencia,2011/2012
3,Betis,Mallorca,1:0,1,Betis,2011/2012
3,Real Racing,Levante,0:0,0,Empate,2011/2012
3,Osasuna,Sporting,2:1,1,Osasuna,2011/2012
3,Rayo,Zaragoza,0:0,0,Empate,2011/2012
3,Espanyol,Athletic,2:1,1,Espanyol,2011/2012
3,Málaga,Granada,4:0,4,Málaga,2011/2012
4,Sporting,Valencia,0:1,1,Valencia,2011/2012
4,Granada,Villarreal,1:0,1,Granada,2011/2012
4,Mallorca,Málaga,0:1,1,Málaga,2011/2012
4,Barcelona,Osasuna,8:0,8,Barcelona,2011/2012
4,Sevilla,Real Sociedad,1:0,1,Sevilla,2011/2012
4,Getafe,Rayo,0:1,1,Rayo,2011/2012
4,Zaragoza,Espanyol,2:1,1,Zaragoza,2011/2012
4,Atlético,Real Racing,4:0,4,Atlético,2011/2012
4,Levante,Real Madrid,1:0,1,Levante,2011/2012
4,Athletic,Betis,2:3,1,Betis,2011/2012
5,Osasuna,Sevilla,0:0,0,Empate,2011/2012
5,Real Sociedad,Granada,1:0,1,Real Sociedad,2011/2012
5,Villarreal,Mallorca,2:0,2,Villarreal,2011/2012
5,Atlético,Sporting,4:0,4,Atlético,2011/2012
5,Málaga,Athletic,1:0,1,Málaga,2011/2012
5,Rayo,Levante,1:2,1,Levante,2011/2012
5,Real Racing,Real Madrid,0:0,0,Empate,2011/2012
5,Valencia,Barcelona,2:2,0,Empate,2011/2012
5,Espanyol,Getafe,1:0,1,Espanyol,2011/2012
5,Betis,Zaragoza,4:3,1,Betis,2011/2012
6,Sevilla,Valencia,1:0,1,Sevilla,2011/2012
6,Athletic,Villarreal,1:1,0,Empate,2011/2012
6,Real Madrid,Rayo,6:2,4,Real Madrid,2011/2012
6,Barcelona,Atlético,5:0,5,Barcelona,2011/2012
6,Mallorca,Real Sociedad,2:1,1,Mallorca,2011/2012
6,Levante,Espanyol,3:1,2,Levante,2011/2012
6,Granada,Osasuna,1:1,0,Empate,2011/2012
6,Sporting,Real Racing,0:0,0,Empate,2011/2012
6,Zaragoza,Málaga,0:0,0,Empate,2011/2012
6,Getafe,Betis,1:0,1,Getafe,2011/2012
7,Osasuna,Mallorca,2:2,0,Empate,2011/2012
7,Villarreal,Zaragoza,2:2,0,Empate,2011/2012
7,Real Racing,Rayo,1:1,0,Empate,2011/2012
7,Valencia,Granada,1:0,1,Valencia,2011/2012
7,Málaga,Getafe,3:2,1,Málaga,2011/2012
7,Real Sociedad,Athletic,1:2,1,Athletic,2011/2012
7,Betis,Levante,0:1,1,Levante,2011/2012
7,Atlético,Sevilla,0:0,0,Empate,2011/2012
7,Sporting,Barcelona,0:1,1,Barcelona,2011/2012
7,Espanyol,Real Madrid,0:4,4,Real Madrid,2011/2012
8,Mallorca,Valencia,1:1,0,Empate,2011/2012
8,Getafe,Villarreal,0:0,0,Empate,2011/2012
8,Real Madrid,Betis,4:1,3,Real Madrid,2011/2012
8,Barcelona,Real Racing,3:0,3,Barcelona,2011/2012
8,Granada,Atlético,0:0,0,Empate,2011/2012
8,Rayo,Espanyol,0:1,1,Espanyol,2011/2012
8,Zaragoza,Real Sociedad,2:0,2,Zaragoza,2011/2012
8,Levante,Málaga,3:0,3,Levante,2011/2012
8,Sevilla,Sporting,2:1,1,Sevilla,2011/2012
8,Athletic,Osasuna,3:1,2,Athletic,2011/2012
9,Sporting,Granada,2:0,2,Sporting,2011/2012
9,Real Racing,Espanyol,0:1,1,Espanyol,2011/2012
9,Málaga,Real Madrid,0:4,4,Real Madrid,2011/2012
9,Barcelona,Sevilla,0:0,0,Empate,2011/2012
9,Betis,Rayo,0:2,2,Rayo,2011/2012
9,Real Sociedad,Getafe,0:0,0,Empate,2011/2012
9,Atlético,Mallorca,1:1,0,Empate,2011/2012
9,Osasuna,Zaragoza,3:0,3,Osasuna,2011/2012
9,Valencia,Athletic,1:1,0,Empate,2011/2012
9,Villarreal,Levante,0:3,3,Levante,2011/2012
10,Granada,Barcelona,0:1,1,Barcelona,2011/2012
10,Sevilla,Real Racing,2:2,0,Empate,2011/2012
10,Zaragoza,Valencia,0:1,1,Valencia,2011/2012
10,Getafe,Osasuna,2:2,0,Empate,2011/2012
10,Levante,Real Sociedad,3:2,1,Levante,2011/2012
10,Rayo,Málaga,2:0,2,Rayo,2011/2012
10,Mallorca,Sporting,1:2,1,Sporting,2011/2012
10,Real Madrid,Villarreal,3:0,3,Real Madrid,2011/2012
10,Espanyol,Betis,1:0,1,Espanyol,2011/2012
10,Athletic,Atlético,3:0,3,Athletic,2011/2012
11,Valencia,Getafe,3:1,2,Valencia,2011/2012
11,Villarreal,Rayo,2:0,2,Villarreal,2011/2012
11,Barcelona,Mallorca,5:0,5,Barcelona,2011/2012
11,Real Sociedad,Real Madrid,0:1,1,Real Madrid,2011/2012
11,Sporting,Athletic,1:1,0,Empate,2011/2012
11,Osasuna,Levante,2:0,2,Osasuna,2011/2012
11,Real Racing,Betis,1:0,1,Real Racing,2011/2012
11,Atlético,Zaragoza,3:1,2,Atlético,2011/2012
11,Málaga,Espanyol,2:1,1,Málaga,2011/2012
11,Sevilla,Granada,1:2,1,Granada,2011/2012
12,Mallorca,Sevilla,0:0,0,Empate,2011/2012
12,Betis,Málaga,0:0,0,Empate,2011/2012
12,Levante,Valencia,0:2,2,Valencia,2011/2012
12,Real Madrid,Osasuna,7:1,6,Real Madrid,2011/2012
12,Granada,Real Racing,0:0,0,Empate,2011/2012
12,Zaragoza,Sporting,2:2,0,Empate,2011/2012
12,Rayo,Real Sociedad,4:0,4,Rayo,2011/2012
12,Espanyol,Villarreal,0:0,0,Empate,2011/2012
12,Athletic,Barcelona,2:2,0,Empate,2011/2012
12,Getafe,Atlético,3:2,1,Getafe,2011/2012
13,Villarreal,Betis,1:0,1,Villarreal,2011/2012
13,Barcelona,Zaragoza,4:0,4,Barcelona,2011/2012
13,Valencia,Real Madrid,2:3,1,Real Madrid,2011/2012
13,Real Sociedad,Espanyol,0:0,0,Empate,2011/2012
13,Sporting,Getafe,2:1,1,Sporting,2011/2012
13,Osasuna,Rayo,0:0,0,Empate,2011/2012
13,Sevilla,Athletic,1:2,1,Athletic,2011/2012
13,Atlético,Levante,3:2,1,Atlético,2011/2012
13,Real Racing,Málaga,1:3,2,Málaga,2011/2012
13,Granada,Mallorca,2:2,0,Empate,2011/2012
14,Rayo,Valencia,1:2,1,Valencia,2011/2012
14,Real Madrid,Atlético,4:1,3,Real Madrid,2011/2012
14,Getafe,Barcelona,1:0,1,Getafe,2011/2012
