Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Deportivo,Real Madrid,1:1,0,Empate,1996/1997
1,Betis,Athletic,3:0,3,Betis,1996/1997
1,Hércules CF,CF Extremadura,2:1,1,Hércules CF,1996/1997
1,Rayo,Valladolid,1:2,1,Valladolid,1996/1997
1,Real Oviedo,Barcelona,2:4,2,Barcelona,1996/1997
1,Real Racing,Valencia,3:2,1,Real Racing,1996/1997
1,Real Sociedad,Sevilla,1:0,1,Real Sociedad,1996/1997
1,Zaragoza,CD Logroñés,2:2,0,Empate,1996/1997
1,Tenerife,SD Compostela,6:0,6,Tenerife,1996/1997
1,Atlético,Celta,2:0,2,Atlético,1996/1997
1,Espanyol,Sporting,2:3,1,Sporting,1996/1997
2,CD Logroñés,Tenerife,0:1,1,Tenerife,1996/1997
2,Valencia,Real Sociedad,0:1,1,Real Sociedad,1996/1997
2,SD Compostela,Atlético,3:1,2,SD Compostela,1996/1997
2,Barcelona,Espanyol,2:1,1,Barcelona,1996/1997
2,Valladolid,Real Oviedo,0:1,1,Real Oviedo,1996/1997
2,Celta,Deportivo,1:1,0,Empate,1996/1997
2,Real Madrid,Hércules CF,3:0,3,Real Madrid,1996/1997
2,Athletic,Rayo,3:2,1,Athletic,1996/1997
2,Sporting,Real Racing,0:1,1,Real Racing,1996/1997
2,Sevilla,Zaragoza,1:2,1,Zaragoza,1996/1997
2,CF Extremadura,Betis,0:3,3,Betis,1996/1997
3,Zaragoza,Valencia,1:1,0,Empate,1996/1997
3,Espanyol,Valladolid,1:0,1,Espanyol,1996/1997
3,Rayo,CF Extremadura,3:0,3,Rayo,1996/1997
3,Hércules CF,Celta,0:2,2,Celta,1996/1997
3,Real Oviedo,Athletic,2:0,2,Real Oviedo,1996/1997
3,Real Sociedad,Sporting,1:1,0,Empate,1996/1997
3,Tenerife,Sevilla,0:2,2,Sevilla,1996/1997
3,Atlético,Deportivo,0:2,2,Deportivo,1996/1997
3,SD Compostela,CD Logroñés,1:2,1,CD Logroñés,1996/1997
3,Real Racing,Barcelona,1:1,0,Empate,1996/1997
3,Betis,Real Madrid,1:1,0,Empate,1996/1997
4,Athletic,Espanyol,2:2,0,Empate,1996/1997
4,Valladolid,Real Racing,3:0,3,Valladolid,1996/1997
4,Valencia,Tenerife,2:1,1,Valencia,1996/1997
4,CD Logroñés,Atlético,0:3,3,Atlético,1996/1997
4,Sporting,Zaragoza,2:0,2,Sporting,1996/1997
4,Deportivo,Hércules CF,4:0,4,Deportivo,1996/1997
4,Celta,Betis,0:2,2,Betis,1996/1997
4,Real Madrid,Rayo,1:0,1,Real Madrid,1996/1997
4,Barcelona,Real Sociedad,3:2,1,Barcelona,1996/1997
4,CF Extremadura,Real Oviedo,0:2,2,Real Oviedo,1996/1997
4,Sevilla,SD Compostela,0:1,1,SD Compostela,1996/1997
5,Betis,Deportivo,1:2,1,Deportivo,1996/1997
5,Espanyol,CF Extremadura,5:1,4,Espanyol,1996/1997
5,Real Sociedad,Valladolid,0:0,0,Empate,1996/1997
5,Real Racing,Athletic,1:2,1,Athletic,1996/1997
5,Tenerife,Sporting,6:0,6,Tenerife,1996/1997
5,Rayo,Celta,3:0,3,Rayo,1996/1997
5,Real Oviedo,Real Madrid,2:3,1,Real Madrid,1996/1997
5,Zaragoza,Barcelona,3:5,2,Barcelona,1996/1997
5,SD Compostela,Valencia,0:3,3,Valencia,1996/1997
5,CD Logroñés,Sevilla,2:0,2,CD Logroñés,1996/1997
5,Atlético,Hércules CF,3:0,3,Atlético,1996/1997
6,Real Madrid,Espanyol,2:0,2,Real Madrid,1996/1997
6,CF Extremadura,Real Racing,1:2,1,Real Racing,1996/1997
6,Valencia,CD Logroñés,0:1,1,CD Logroñés,1996/1997
6,Hércules CF,Betis,0:1,1,Betis,1996/1997
6,Deportivo,Rayo,1:1,0,Empate,1996/1997
6,Celta,Real Oviedo,3:1,2,Celta,1996/1997
6,Valladolid,Zaragoza,1:1,0,Empate,1996/1997
6,Sporting,SD Compostela,1:1,0,Empate,1996/1997
6,Barcelona,Tenerife,1:1,0,Empate,1996/1997
6,Athletic,Real Sociedad,1:3,2,Real Sociedad,1996/1997
6,Sevilla,Atlético,0:0,0,Empate,1996/1997
7,Espanyol,Celta,0:0,0,Empate,1996/1997
7,Atlético,Betis,2:2,0,Empate,1996/1997
7,Zaragoza,Athletic,1:1,0,Empate,1996/1997
7,Tenerife,Valladolid,1:3,2,Valladolid,1996/1997
7,SD Compostela,Barcelona,1:5,4,Barcelona,1996/1997
7,Sevilla,Valencia,0:2,2,Valencia,1996/1997
7,Real Oviedo,Deportivo,0:1,1,Deportivo,1996/1997
7,Real Racing,Real Madrid,2:2,0,Empate,1996/1997
7,Real Sociedad,CF Extremadura,3:0,3,Real Sociedad,1996/1997
7,Rayo,Hércules CF,2:1,1,Rayo,1996/1997
7,CD Logroñés,Sporting,0:2,2,Sporting,1996/1997
8,Hércules CF,Real Oviedo,1:1,0,Empate,1996/1997
8,Deportivo,Espanyol,2:0,2,Deportivo,1996/1997
8,Real Madrid,Real Sociedad,6:1,5,Real Madrid,1996/1997
8,CF Extremadura,Zaragoza,2:1,1,CF Extremadura,1996/1997
8,Valladolid,SD Compostela,3:1,2,Valladolid,1996/1997
8,Athletic,Tenerife,2:0,2,Athletic,1996/1997
8,Betis,Rayo,3:0,3,Betis,1996/1997
8,Celta,Real Racing,1:1,0,Empate,1996/1997
8,Barcelona,CD Logroñés,8:0,8,Barcelona,1996/1997
8,Valencia,Atlético,3:1,2,Valencia,1996/1997
8,Sporting,Sevilla,1:1,0,Empate,1996/1997
9,Zaragoza,Real Madrid,1:2,1,Real Madrid,1996/1997
9,Real Sociedad,Celta,1:2,1,Celta,1996/1997
9,Real Oviedo,Betis,1:1,0,Empate,1996/1997
9,Atlético,Rayo,1:3,2,Rayo,1996/1997
9,Espanyol,Hércules CF,2:1,1,Espanyol,1996/1997
9,Real Racing,Deportivo,1:1,0,Empate,1996/1997
9,SD Compostela,Athletic,1:1,0,Empate,1996/1997
9,CD Logroñés,Valladolid,0:1,1,Valladolid,1996/1997
9,Sevilla,Barcelona,0:1,1,Barcelona,1996/1997
9,Valencia,Sporting,2:1,1,Valencia,1996/1997
9,Tenerife,CF Extremadura,2:1,1,Tenerife,1996/1997
10,Betis,Espanyol,1:2,1,Espanyol,1996/1997
10,Real Madrid,Tenerife,0:0,0,Empate,1996/1997
10,Barcelona,Valencia,3:2,1,Barcelona,1996/1997
10,Sporting,Atlético,0:1,1,Atlético,1996/1997
10,Athletic,CD Logroñés,6:0,6,Athletic,1996/1997
10,Rayo,Real Oviedo,2:2,0,Empate,1996/1997
10,Hércules CF,Real Racing,0:1,1,Real Racing,1996/1997
10,Deportivo,Real Sociedad,1:0,1,Deportivo,1996/1997
10,CF Extremadura,SD Compostela,1:1,0,Empate,1996/1997
10,Celta,Zaragoza,0:0,0,Empate,1996/1997
10,Valladolid,Sevilla,0:1,1,Sevilla,1996/1997
11,Real Racing,Betis,1:1,0,Empate,1996/1997
11,SD Compostela,Real Madrid,1:2,1,Real Madrid,1996/1997
11,Real Sociedad,Hércules CF,2:1,1,Real Sociedad,1996/1997
11,Atlético,Real Oviedo,3:0,3,Atlético,1996/1997
11,Espanyol,Rayo,0:0,0,Empate,1996/1997
11,Tenerife,Celta,0:0,0,Empate,1996/1997
11,CD Logroñés,CF Extremadura,0:0,0,Empate,1996/1997
11,Sevilla,Athletic,4:2,2,Sevilla,1996/1997
11,Valencia,Valladolid,2:4,2,Valladolid,1996/1997
11,Zaragoza,Deportivo,1:2,1,Deportivo,1996/1997
11,Sporting,Barcelona,0:0,0,Empate,1996/1997
12,Barcelona,Atlético,3:3,0,Empate,1996/1997
12,Celta,SD Compostela,1:2,1,SD Compostela,1996/1997
12,Real Oviedo,Espanyol,3:1,2,Real Oviedo,1996/1997
12,Rayo,Real Racing,0:0,0,Empate,1996/1997
12,Betis,Real Sociedad,2:1,1,Betis,1996/1997
12,Deportivo,Tenerife,0:0,0,Empate,1996/1997
12,Real Madrid,CD Logroñés,0:0,0,Empate,1996/1997
12,CF Extremadura,Sevilla,0:1,1,Sevilla,1996/1997
12,Athletic,Valencia,2:0,2,Athletic,1996/1997
12,Hércules CF,Zaragoza,1:1,0,Empate,1996/1997
12,Valladolid,Sporting,1:0,1,Valladolid,1996/1997
13,Atlético,Espanyol,2:1,1,Atlético,1996/1997
13,Tenerife,Hércules CF,3:1,2,Tenerife,1996/1997
13,Valencia,CF Extremadura,0:0,0,Empate,1996/1997
13,SD Compostela,Deportivo,0:0,0,Empate,1996/1997
