Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Athletic,Getafe,1:1,0,Empate,2024/2025
1,Betis,Girona,1:1,0,Empate,2024/2025
1,Celta,Alavés,2:1,1,Celta,2024/2025
1,Las Palmas,Sevilla,2:2,0,Empate,2024/2025
1,Osasuna,Leganés,1:1,0,Empate,2024/2025
1,Valencia,Barcelona,1:2,1,Barcelona,2024/2025
1,Real Sociedad,Rayo,1:2,1,Rayo,2024/2025
1,Mallorca,Real Madrid,1:1,0,Empate,2024/2025
1,Valladolid,Espanyol,1:0,1,Valladolid,2024/2025
1,Villarreal,Atlético,2:2,0,Empate,2024/2025
2,Celta,Valencia,3:1,2,Celta,2024/2025
2,Sevilla,Villarreal,1:2,1,Villarreal,2024/2025
2,Osasuna,Mallorca,1:0,1,Osasuna,2024/2025
2,Barcelona,Athletic,2:1,1,Barcelona,2024/2025
2,Getafe,Rayo,0:0,0,Empate,2024/2025
2,Espanyol,Real Sociedad,0:1,1,Real Sociedad,2024/2025
2,Real Madrid,Valladolid,3:0,3,Real Madrid,2024/2025
2,Leganés,Las Palmas,2:1,1,Leganés,2024/2025
2,Alavés,Betis,0:0,0,Empate,2024/2025
2,Atlético,Girona,3:0,3,Atlético,2024/2025
3,Villarreal,Celta,4:3,1,Villarreal,2024/2025
3,Mallorca,Sevilla,0:0,0,Empate,2024/2025
3,Rayo,Barcelona,1:2,1,Barcelona,2024/2025
3,Athletic,Valencia,1:0,1,Athletic,2024/2025
3,Valladolid,Leganés,0:0,0,Empate,2024/2025
3,Real Sociedad,Alavés,1:2,1,Alavés,2024/2025
3,Atlético,Espanyol,0:0,0,Empate,2024/2025
3,Girona,Osasuna,4:0,4,Girona,2024/2025
3,Las Palmas,Real Madrid,1:1,0,Empate,2024/2025
3,Betis,Getafe,2:1,1,Betis,2024/2025
4,Barcelona,Valladolid,7:0,7,Barcelona,2024/2025
4,Athletic,Atlético,0:1,1,Atlético,2024/2025
4,Espanyol,Rayo,2:1,1,Espanyol,2024/2025
4,Leganés,Mallorca,0:1,1,Mallorca,2024/2025
4,Valencia,Villarreal,1:1,0,Empate,2024/2025
4,Osasuna,Celta,3:2,1,Osasuna,2024/2025
4,Alavés,Las Palmas,2:0,2,Alavés,2024/2025
4,Sevilla,Girona,0:2,2,Girona,2024/2025
4,Getafe,Real Sociedad,0:0,0,Empate,2024/2025
4,Real Madrid,Betis,2:0,2,Real Madrid,2024/2025
5,Betis,Leganés,2:0,2,Betis,2024/2025
5,Mallorca,Villarreal,1:2,1,Villarreal,2024/2025
5,Espanyol,Alavés,3:2,1,Espanyol,2024/2025
5,Sevilla,Getafe,1:0,1,Sevilla,2024/2025
5,Real Sociedad,Real Madrid,0:2,2,Real Madrid,2024/2025
5,Celta,Valladolid,3:1,2,Celta,2024/2025
5,Girona,Barcelona,1:4,3,Barcelona,2024/2025
5,Las Palmas,Athletic,2:3,1,Athletic,2024/2025
5,Atlético,Valencia,3:0,3,Atlético,2024/2025
5,Rayo,Osasuna,3:1,2,Rayo,2024/2025
6,Alavés,Sevilla,2:1,1,Alavés,2024/2025
6,Valladolid,Real Sociedad,0:0,0,Empate,2024/2025
6,Osasuna,Las Palmas,2:1,1,Osasuna,2024/2025
6,Valencia,Girona,2:0,2,Valencia,2024/2025
6,Real Madrid,Espanyol,4:1,3,Real Madrid,2024/2025
6,Getafe,Leganés,1:1,0,Empate,2024/2025
6,Athletic,Celta,3:1,2,Athletic,2024/2025
6,Villarreal,Barcelona,1:5,4,Barcelona,2024/2025
6,Rayo,Atlético,1:1,0,Empate,2024/2025
6,Betis,Mallorca,1:2,1,Mallorca,2024/2025
7,Mallorca,Real Sociedad,1:0,1,Mallorca,2024/2025
7,Leganés,Athletic,0:2,2,Athletic,2024/2025
