Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Espanyol,Barcelona,1:0,1,Espanyol,1935/1936
1,Real Oviedo,Athletic,3:3,0,Empate,1935/1936
1,Valencia,Sevilla,5:0,5,Valencia,1935/1936
1,Atlético,Real Racing,1:0,1,Atlético,1935/1936
1,Betis,Osasuna,5:1,4,Betis,1935/1936
1,Hércules CF,Real Madrid,0:1,1,Real Madrid,1935/1936
2,Real Madrid,Espanyol,6:0,6,Real Madrid,1935/1936
2,Real Racing,Valencia,6:2,4,Real Racing,1935/1936
2,Barcelona,Atlético,5:1,4,Barcelona,1935/1936
2,Athletic,Betis,7:0,7,Athletic,1935/1936
2,Sevilla,Real Oviedo,1:1,0,Empate,1935/1936
2,Osasuna,Hércules CF,3:0,3,Osasuna,1935/1936
3,Real Oviedo,Betis,2:3,1,Betis,1935/1936
3,Sevilla,Real Racing,1:2,1,Real Racing,1935/1936
3,Atlético,Real Madrid,2:3,1,Real Madrid,1935/1936
3,Valencia,Barcelona,1:2,1,Barcelona,1935/1936
3,Espanyol,Osasuna,3:0,3,Espanyol,1935/1936
3,Hércules CF,Athletic,1:0,1,Hércules CF,1935/1936
4,Real Racing,Real Oviedo,2:6,4,Real Oviedo,1935/1936
4,Betis,Hércules CF,1:1,0,Empate,1935/1936
4,Barcelona,Sevilla,4:1,3,Barcelona,1935/1936
4,Osasuna,Atlético,4:0,4,Osasuna,1935/1936
4,Real Madrid,Valencia,4:1,3,Real Madrid,1935/1936
4,Athletic,Espanyol,5:2,3,Athletic,1935/1936
5,Real Racing,Barcelona,4:0,4,Real Racing,1935/1936
5,Atlético,Athletic,1:2,1,Athletic,1935/1936
5,Espanyol,Betis,3:0,3,Espanyol,1935/1936
5,Valencia,Osasuna,2:1,1,Valencia,1935/1936
5,Real Oviedo,Hércules CF,5:2,3,Real Oviedo,1935/1936
5,Sevilla,Real Madrid,2:1,1,Sevilla,1935/1936
6,Osasuna,Sevilla,6:3,3,Osasuna,1935/1936
6,Betis,Atlético,3:0,3,Betis,1935/1936
6,Real Madrid,Real Racing,2:4,2,Real Racing,1935/1936
6,Hércules CF,Espanyol,2:1,1,Hércules CF,1935/1936
6,Athletic,Valencia,3:2,1,Athletic,1935/1936
6,Barcelona,Real Oviedo,5:2,3,Barcelona,1935/1936
7,Atlético,Hércules CF,1:2,1,Hércules CF,1935/1936
7,Barcelona,Real Madrid,0:3,3,Real Madrid,1935/1936
7,Sevilla,Athletic,0:2,2,Athletic,1935/1936
7,Real Oviedo,Espanyol,5:2,3,Real Oviedo,1935/1936
7,Valencia,Betis,0:2,2,Betis,1935/1936
7,Real Racing,Osasuna,3:1,2,Real Racing,1935/1936
8,Athletic,Real Racing,6:1,5,Athletic,1935/1936
8,Real Madrid,Real Oviedo,5:4,1,Real Madrid,1935/1936
8,Betis,Sevilla,1:0,1,Betis,1935/1936
8,Espanyol,Atlético,2:3,1,Atlético,1935/1936
8,Osasuna,Barcelona,0:1,1,Barcelona,1935/1936
8,Hércules CF,Valencia,2:0,2,Hércules CF,1935/1936
9,Barcelona,Athletic,2:0,2,Barcelona,1935/1936
9,Sevilla,Hércules CF,1:2,1,Hércules CF,1935/1936
9,Real Madrid,Osasuna,6:2,4,Real Madrid,1935/1936
9,Real Racing,Betis,5:1,4,Real Racing,1935/1936
9,Valencia,Espanyol,1:0,1,Valencia,1935/1936
9,Real Oviedo,Atlético,4:1,3,Real Oviedo,1935/1936
10,Athletic,Real Madrid,1:0,1,Athletic,1935/1936
10,Betis,Barcelona,2:0,2,Betis,1935/1936
10,Atlético,Valencia,2:2,0,Empate,1935/1936
10,Espanyol,Sevilla,6:1,5,Espanyol,1935/1936
10,Hércules CF,Real Racing,4:1,3,Hércules CF,1935/1936
10,Real Oviedo,Osasuna,5:2,3,Real Oviedo,1935/1936
11,Barcelona,Hércules CF,1:0,1,Barcelona,1935/1936
11,Osasuna,Athletic,4:1,3,Osasuna,1935/1936
11,Real Racing,Espanyol,4:0,4,Real Racing,1935/1936
11,Sevilla,Atlético,1:1,0,Empate,1935/1936
11,Real Madrid,Betis,5:1,4,Real Madrid,1935/1936
11,Valencia,Real Oviedo,1:1,0,Empate,1935/1936
12,Sevilla,Valencia,1:2,1,Valencia,1935/1936
12,Real Racing,Atlético,5:2,3,Real Racing,1935/1936
12,Osasuna,Betis,6:0,6,Osasuna,1935/1936
12,Athletic,Real Oviedo,4:2,2,Athletic,1935/1936
12,Real Madrid,Hércules CF,5:1,4,Real Madrid,1935/1936
12,Barcelona,Espanyol,2:0,2,Barcelona,1935/1936
13,Espanyol,Real Madrid,3:0,3,Espanyol,1935/1936
13,Atlético,Barcelona,0:3,3,Barcelona,1935/1936
13,Betis,Athletic,1:2,1,Athletic,1935/1936
13,Real Oviedo,Sevilla,0:0,0,Empate,1935/1936
13,Valencia,Real Racing,1:0,1,Valencia,1935/1936
13,Hércules CF,Osasuna,1:0,1,Hércules CF,1935/1936
14,Barcelona,Valencia,0:0,0,Empate,1935/1936
14,Betis,Real Oviedo,1:2,1,Real Oviedo,1935/1936
14,Osasuna,Espanyol,6:1,5,Osasuna,1935/1936
14,Real Madrid,Atlético,3:1,2,Real Madrid,1935/1936
14,Real Racing,Sevilla,3:0,3,Real Racing,1935/1936
14,Athletic,Hércules CF,5:3,2,Athletic,1935/1936
15,Real Oviedo,Real Racing,4:2,2,Real Oviedo,1935/1936
15,Atlético,Osasuna,2:0,2,Atlético,1935/1936
15,Hércules CF,Betis,3:0,3,Hércules CF,1935/1936
15,Espanyol,Athletic,2:0,2,Espanyol,1935/1936
15,Sevilla,Barcelona,2:1,1,Sevilla,1935/1936
15,Valencia,Real Madrid,1:2,1,Real Madrid,1935/1936
16,Osasuna,Valencia,2:3,1,Valencia,1935/1936
16,Athletic,Atlético,3:1,2,Athletic,1935/1936
16,Real Madrid,Sevilla,3:3,0,Empate,1935/1936
16,Hércules CF,Real Oviedo,1:0,1,Hércules CF,1935/1936
16,Barcelona,Real Racing,2:3,1,Real Racing,1935/1936
16,Betis,Espanyol,3:0,3,Betis,1935/1936
17,Atlético,Betis,5:0,5,Atlético,1935/1936
17,Espanyol,Hércules CF,3:2,1,Espanyol,1935/1936
17,Valencia,Athletic,1:1,0,Empate,1935/1936
17,Real Oviedo,Barcelona,2:1,1,Real Oviedo,1935/1936
17,Real Racing,Real Madrid,4:3,1,Real Racing,1935/1936
17,Sevilla,Osasuna,2:0,2,Sevilla,1935/1936
18,Osasuna,Real Racing,3:1,2,Osasuna,1935/1936
18,Real Madrid,Barcelona,3:0,3,Real Madrid,1935/1936
18,Betis,Valencia,3:0,3,Betis,1935/1936
18,Hércules CF,Atlético,2:1,1,Hércules CF,1935/1936
18,Athletic,Sevilla,4:1,3,Athletic,1935/1936
18,Espanyol,Real Oviedo,1:5,4,Real Oviedo,1935/1936
19,Valencia,Hércules CF,5:2,3,Valencia,1935/1936
19,Barcelona,Osasuna,5:0,5,Barcelona,1935/1936
19,Sevilla,Betis,1:0,1,Sevilla,1935/1936
19,Atlético,Espanyol,3:2,1,Atlético,1935/1936
19,Real Oviedo,Real Madrid,1:0,1,Real Oviedo,1935/1936
19,Real Racing,Athletic,2:1,1,Real Racing,1935/1936
20,Osasuna,Real Madrid,1:4,3,Real Madrid,1935/1936
20,Betis,Real Racing,3:1,2,Betis,1935/1936
20,Atlético,Real Oviedo,3:0,3,Atlético,1935/1936
20,Hércules CF,Sevilla,2:1,1,Hércules CF,1935/1936
20,Athletic,Barcelona,5:2,3,Athletic,1935/1936
20,Espanyol,Valencia,3:2,1,Espanyol,1935/1936
21,Real Madrid,Athletic,2:2,0,Empate,1935/1936
21,Valencia,Atlético,1:1,0,Empate,1935/1936
21,Barcelona,Betis,1:0,1,Barcelona,1935/1936
21,Osasuna,Real Oviedo,4:5,1,Real Oviedo,1935/1936
21,Real Racing,Hércules CF,4:2,2,Real Racing,1935/1936
21,Sevilla,Espanyol,2:0,2,Sevilla,1935/1936
22,Athletic,Osasuna,2:0,2,Athletic,1935/1936
22,Betis,Real Madrid,1:1,0,Empate,1935/1936
22,Hércules CF,Barcelona,2:2,0,Empate,1935/1936
22,Real Oviedo,Valencia,4:3,1,Real Oviedo,1935/1936
22,Atlético,Sevilla,2:3,1,Sevilla,1935/1936
22,Espanyol,Real Racing,1:1,0,Empate,1935/1936
