Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Pontevedra CF,Granada,0:1,1,Granada,1969/1970
1,Las Palmas,Elche,5:1,4,Las Palmas,1969/1970
1,Real Madrid,Barcelona,3:3,0,Empate,1969/1970
1,CE Sabadell,Valencia,2:0,2,CE Sabadell,1969/1970
1,Sevilla,Atlético,0:1,1,Atlético,1969/1970
1,Deportivo,Zaragoza,0:1,1,Zaragoza,1969/1970
1,Real Sociedad,Celta,2:1,1,Real Sociedad,1969/1970
1,Athletic,Mallorca,2:0,2,Athletic,1969/1970
2,Valencia,Sevilla,0:1,1,Sevilla,1969/1970
2,Atlético,Las Palmas,1:2,1,Las Palmas,1969/1970
2,Zaragoza,Pontevedra CF,2:1,1,Zaragoza,1969/1970
2,Barcelona,Deportivo,1:0,1,Barcelona,1969/1970
2,Granada,Athletic,0:0,0,Empate,1969/1970
2,Elche,Real Madrid,0:2,2,Real Madrid,1969/1970
2,Mallorca,Real Sociedad,3:2,1,Mallorca,1969/1970
2,Celta,CE Sabadell,1:1,0,Empate,1969/1970
3,Athletic,Zaragoza,2:0,2,Athletic,1969/1970
3,Las Palmas,Real Madrid,2:4,2,Real Madrid,1969/1970
3,Pontevedra CF,Barcelona,0:0,0,Empate,1969/1970
3,CE Sabadell,Mallorca,1:0,1,CE Sabadell,1969/1970
3,Real Sociedad,Granada,2:1,1,Real Sociedad,1969/1970
3,Deportivo,Elche,1:0,1,Deportivo,1969/1970
3,Atlético,Valencia,2:0,2,Atlético,1969/1970
3,Sevilla,Celta,3:0,3,Sevilla,1969/1970
4,Zaragoza,Real Sociedad,2:1,1,Zaragoza,1969/1970
4,Real Madrid,Deportivo,2:2,0,Empate,1969/1970
4,Granada,CE Sabadell,2:1,1,Granada,1969/1970
4,Celta,Atlético,1:1,0,Empate,1969/1970
4,Barcelona,Athletic,3:2,1,Barcelona,1969/1970
4,Las Palmas,Valencia,0:2,2,Valencia,1969/1970
4,Mallorca,Sevilla,1:2,1,Sevilla,1969/1970
4,Elche,Pontevedra CF,1:0,1,Elche,1969/1970
5,CE Sabadell,Zaragoza,1:1,0,Empate,1969/1970
5,Atlético,Mallorca,3:1,2,Atlético,1969/1970
5,Sevilla,Granada,0:0,0,Empate,1969/1970
5,Athletic,Elche,2:0,2,Athletic,1969/1970
5,Valencia,Celta,0:0,0,Empate,1969/1970
5,Real Sociedad,Barcelona,1:0,1,Real Sociedad,1969/1970
5,Pontevedra CF,Real Madrid,1:3,2,Real Madrid,1969/1970
5,Deportivo,Las Palmas,0:0,0,Empate,1969/1970
6,Barcelona,CE Sabadell,3:1,2,Barcelona,1969/1970
6,Mallorca,Valencia,0:3,3,Valencia,1969/1970
6,Celta,Las Palmas,1:0,1,Celta,1969/1970
6,Elche,Real Sociedad,4:2,2,Elche,1969/1970
6,Deportivo,Pontevedra CF,2:1,1,Deportivo,1969/1970
6,Real Madrid,Athletic,2:2,0,Empate,1969/1970
6,Zaragoza,Sevilla,1:0,1,Zaragoza,1969/1970
6,Granada,Atlético,0:0,0,Empate,1969/1970
7,Athletic,Deportivo,1:0,1,Athletic,1969/1970
7,Las Palmas,Pontevedra CF,1:1,0,Empate,1969/1970
7,Celta,Mallorca,3:1,2,Celta,1969/1970
7,CE Sabadell,Elche,1:2,1,Elche,1969/1970
7,Atlético,Zaragoza,2:0,2,Atlético,1969/1970
7,Sevilla,Barcelona,3:0,3,Sevilla,1969/1970
7,Real Sociedad,Real Madrid,1:2,1,Real Madrid,1969/1970
7,Valencia,Granada,1:0,1,Valencia,1969/1970
8,Deportivo,Real Sociedad,0:2,2,Real Sociedad,1969/1970
8,Elche,Sevilla,5:0,5,Elche,1969/1970
8,Las Palmas,Mallorca,3:1,2,Las Palmas,1969/1970
8,Real Madrid,CE Sabadell,1:0,1,Real Madrid,1969/1970
8,Pontevedra CF,Athletic,0:2,2,Athletic,1969/1970
8,Barcelona,Atlético,1:2,1,Atlético,1969/1970
8,Zaragoza,Valencia,1:1,0,Empate,1969/1970
8,Granada,Celta,1:0,1,Granada,1969/1970
9,Athletic,Las Palmas,3:0,3,Athletic,1969/1970
9,Real Sociedad,Pontevedra CF,2:1,1,Real Sociedad,1969/1970
9,Mallorca,Granada,4:6,2,Granada,1969/1970
9,CE Sabadell,Deportivo,1:0,1,CE Sabadell,1969/1970
9,Celta,Zaragoza,1:0,1,Celta,1969/1970
9,Valencia,Barcelona,0:0,0,Empate,1969/1970
9,Sevilla,Real Madrid,1:0,1,Sevilla,1969/1970
9,Atlético,Elche,4:1,3,Atlético,1969/1970
10,Real Madrid,Atlético,1:1,0,Empate,1969/1970
10,Barcelona,Celta,2:1,1,Barcelona,1969/1970
10,Las Palmas,Granada,1:2,1,Granada,1969/1970
10,Zaragoza,Mallorca,2:1,1,Zaragoza,1969/1970
10,Athletic,Real Sociedad,1:0,1,Athletic,1969/1970
10,Deportivo,Sevilla,3:0,3,Deportivo,1969/1970
10,Pontevedra CF,CE Sabadell,2:1,1,Pontevedra CF,1969/1970
10,Elche,Valencia,0:0,0,Empate,1969/1970
11,Las Palmas,Real Sociedad,0:1,1,Real Sociedad,1969/1970
11,Sevilla,Pontevedra CF,3:1,2,Sevilla,1969/1970
11,Celta,Elche,4:0,4,Celta,1969/1970
11,Granada,Zaragoza,1:0,1,Granada,1969/1970
11,CE Sabadell,Athletic,1:2,1,Athletic,1969/1970
11,Mallorca,Barcelona,3:2,1,Mallorca,1969/1970
11,Valencia,Real Madrid,1:0,1,Valencia,1969/1970
11,Atlético,Deportivo,2:0,2,Atlético,1969/1970
12,Real Madrid,Celta,3:1,2,Real Madrid,1969/1970
12,Deportivo,Valencia,2:1,1,Deportivo,1969/1970
12,Elche,Mallorca,1:1,0,Empate,1969/1970
12,Real Sociedad,CE Sabadell,2:1,1,Real Sociedad,1969/1970
12,Barcelona,Granada,1:0,1,Barcelona,1969/1970
12,Pontevedra CF,Atlético,1:2,1,Atlético,1969/1970
12,Zaragoza,Las Palmas,1:2,1,Las Palmas,1969/1970
12,Athletic,Sevilla,0:1,1,Sevilla,1969/1970
13,Sevilla,Real Sociedad,1:1,0,Empate,1969/1970
13,Valencia,Pontevedra CF,2:0,2,Valencia,1969/1970
13,Granada,Elche,0:0,0,Empate,1969/1970
13,CE Sabadell,Las Palmas,1:0,1,CE Sabadell,1969/1970
13,Atlético,Athletic,2:1,1,Atlético,1969/1970
13,Zaragoza,Barcelona,2:1,1,Zaragoza,1969/1970
13,Mallorca,Real Madrid,1:2,1,Real Madrid,1969/1970
13,Celta,Deportivo,2:2,0,Empate,1969/1970
14,Athletic,Valencia,0:0,0,Empate,1969/1970
14,Real Madrid,Granada,2:0,2,Real Madrid,1969/1970
14,Deportivo,Mallorca,1:1,0,Empate,1969/1970
14,Pontevedra CF,Celta,0:2,2,Celta,1969/1970
14,Elche,Zaragoza,1:1,0,Empate,1969/1970
14,Real Sociedad,Atlético,2:1,1,Real Sociedad,1969/1970
14,Las Palmas,Barcelona,1:0,1,Las Palmas,1969/1970
14,CE Sabadell,Sevilla,2:1,1,CE Sabadell,1969/1970
15,Mallorca,Pontevedra CF,3:0,3,Mallorca,1969/1970
15,Zaragoza,Real Madrid,2:0,2,Zaragoza,1969/1970
15,Celta,Athletic,0:2,2,Athletic,1969/1970
15,Valencia,Real Sociedad,3:1,2,Valencia,1969/1970
15,Sevilla,Las Palmas,1:1,0,Empate,1969/1970
15,Granada,Deportivo,2:0,2,Granada,1969/1970
15,Barcelona,Elche,1:1,0,Empate,1969/1970
15,Atlético,CE Sabadell,0:1,1,CE Sabadell,1969/1970
16,Mallorca,Athletic,2:2,0,Empate,1969/1970
16,Atlético,Sevilla,1:0,1,Atlético,1969/1970
