Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Real Madrid,Atlético,1:1,0,Empate,1997/1998
1,Real Oviedo,CP Mérida,2:0,2,Real Oviedo,1997/1998
1,Celta,Zaragoza,2:1,1,Celta,1997/1998
1,Athletic,Espanyol,1:3,2,Espanyol,1997/1998
1,Real Racing,UD Salamanca,1:0,1,Real Racing,1997/1998
1,Barcelona,Real Sociedad,3:0,3,Barcelona,1997/1998
1,Mallorca,Valencia,2:1,1,Mallorca,1997/1998
1,Tenerife,Deportivo,0:0,0,Empate,1997/1998
1,SD Compostela,Sporting,2:0,2,SD Compostela,1997/1998
1,Valladolid,Betis,1:3,2,Betis,1997/1998
2,Atlético,Valladolid,5:0,5,Atlético,1997/1998
2,Betis,Athletic,1:1,0,Empate,1997/1998
2,Sporting,Tenerife,0:2,2,Tenerife,1997/1998
2,Deportivo,Mallorca,1:1,0,Empate,1997/1998
2,Real Sociedad,Real Racing,1:0,1,Real Sociedad,1997/1998
2,UD Salamanca,Real Madrid,0:2,2,Real Madrid,1997/1998
2,Espanyol,Celta,1:1,0,Empate,1997/1998
2,CP Mérida,SD Compostela,3:3,0,Empate,1997/1998
2,Zaragoza,Real Oviedo,3:3,0,Empate,1997/1998
2,Valencia,Barcelona,0:3,3,Barcelona,1997/1998
3,Valladolid,UD Salamanca,1:2,1,UD Salamanca,1997/1998
3,Athletic,Atlético,1:0,1,Athletic,1997/1998
3,Barcelona,Deportivo,2:1,1,Barcelona,1997/1998
3,Real Madrid,Real Sociedad,2:0,2,Real Madrid,1997/1998
3,Celta,Betis,2:0,2,Celta,1997/1998
3,SD Compostela,Tenerife,1:2,1,Tenerife,1997/1998
3,Real Racing,Valencia,2:1,1,Real Racing,1997/1998
3,CP Mérida,Zaragoza,0:1,1,Zaragoza,1997/1998
3,Real Oviedo,Espanyol,1:1,0,Empate,1997/1998
3,Mallorca,Sporting,6:2,4,Mallorca,1997/1998
4,Valencia,Real Madrid,0:2,2,Real Madrid,1997/1998
4,Deportivo,Real Racing,4:1,3,Deportivo,1997/1998
4,Real Sociedad,Valladolid,3:0,3,Real Sociedad,1997/1998
4,UD Salamanca,Athletic,0:0,0,Empate,1997/1998
4,Atlético,Celta,3:3,0,Empate,1997/1998
4,Sporting,Barcelona,1:4,3,Barcelona,1997/1998
4,Tenerife,Mallorca,1:4,3,Mallorca,1997/1998
4,Betis,Real Oviedo,1:1,0,Empate,1997/1998
4,Zaragoza,SD Compostela,2:2,0,Empate,1997/1998
4,Espanyol,CP Mérida,0:0,0,Empate,1997/1998
5,Zaragoza,Espanyol,1:1,0,Empate,1997/1998
5,Athletic,Real Sociedad,1:1,0,Empate,1997/1998
5,Real Racing,Sporting,4:1,3,Real Racing,1997/1998
5,Real Madrid,Deportivo,0:0,0,Empate,1997/1998
5,Barcelona,Tenerife,3:2,1,Barcelona,1997/1998
5,Celta,UD Salamanca,4:1,3,Celta,1997/1998
5,Real Oviedo,Atlético,0:2,2,Atlético,1997/1998
5,SD Compostela,Mallorca,2:2,0,Empate,1997/1998
5,Valladolid,Valencia,0:3,3,Valencia,1997/1998
5,CP Mérida,Betis,1:3,2,Betis,1997/1998
6,Mallorca,Barcelona,0:1,1,Barcelona,1997/1998
6,Atlético,CP Mérida,4:0,4,Atlético,1997/1998
6,Tenerife,Real Racing,2:2,0,Empate,1997/1998
6,Sporting,Real Madrid,0:2,2,Real Madrid,1997/1998
6,Deportivo,Valladolid,1:3,2,Valladolid,1997/1998
6,Valencia,Athletic,1:1,0,Empate,1997/1998
6,UD Salamanca,Real Oviedo,0:2,2,Real Oviedo,1997/1998
6,Betis,Zaragoza,3:3,0,Empate,1997/1998
6,Espanyol,SD Compostela,1:0,1,Espanyol,1997/1998
6,Real Sociedad,Celta,2:1,1,Real Sociedad,1997/1998
7,Real Madrid,Tenerife,3:0,3,Real Madrid,1997/1998
7,Valladolid,Sporting,1:1,0,Empate,1997/1998
7,Athletic,Deportivo,1:1,0,Empate,1997/1998
7,Zaragoza,Atlético,1:5,4,Atlético,1997/1998
7,SD Compostela,Barcelona,2:2,0,Empate,1997/1998
7,Espanyol,Betis,5:0,5,Espanyol,1997/1998
7,Celta,Valencia,1:0,1,Celta,1997/1998
7,Real Racing,Mallorca,0:1,1,Mallorca,1997/1998
7,Real Oviedo,Real Sociedad,0:5,5,Real Sociedad,1997/1998
7,CP Mérida,UD Salamanca,1:0,1,CP Mérida,1997/1998
8,Deportivo,Celta,1:1,0,Empate,1997/1998
8,Real Sociedad,CP Mérida,2:1,1,Real Sociedad,1997/1998
8,Barcelona,Real Racing,2:0,2,Barcelona,1997/1998
8,Tenerife,Valladolid,1:0,1,Tenerife,1997/1998
8,Valencia,Real Oviedo,1:1,0,Empate,1997/1998
8,UD Salamanca,Zaragoza,1:2,1,Zaragoza,1997/1998
8,Atlético,Espanyol,0:2,2,Espanyol,1997/1998
8,Betis,SD Compostela,1:0,1,Betis,1997/1998
8,Sporting,Athletic,1:2,1,Athletic,1997/1998
8,Mallorca,Real Madrid,0:0,0,Empate,1997/1998
9,Real Madrid,Barcelona,2:3,1,Barcelona,1997/1998
9,Valladolid,Mallorca,0:0,0,Empate,1997/1998
9,Betis,Atlético,2:3,1,Atlético,1997/1998
9,Athletic,Tenerife,3:0,3,Athletic,1997/1998
9,Zaragoza,Real Sociedad,0:0,0,Empate,1997/1998
9,SD Compostela,Real Racing,3:1,2,SD Compostela,1997/1998
9,Celta,Sporting,1:0,1,Celta,1997/1998
9,Real Oviedo,Deportivo,1:1,0,Empate,1997/1998
9,Espanyol,UD Salamanca,3:0,3,Espanyol,1997/1998
9,CP Mérida,Valencia,1:0,1,CP Mérida,1997/1998
10,Real Racing,Real Madrid,1:2,1,Real Madrid,1997/1998
10,Sporting,Real Oviedo,1:2,1,Real Oviedo,1997/1998
10,Atlético,SD Compostela,3:1,2,Atlético,1997/1998
10,Barcelona,Valladolid,1:2,1,Valladolid,1997/1998
10,Mallorca,Athletic,4:0,4,Mallorca,1997/1998
10,Tenerife,Celta,1:3,2,Celta,1997/1998
10,Valencia,Zaragoza,2:1,1,Valencia,1997/1998
10,UD Salamanca,Betis,0:0,0,Empate,1997/1998
10,Real Sociedad,Espanyol,2:0,2,Real Sociedad,1997/1998
10,Deportivo,CP Mérida,0:1,1,CP Mérida,1997/1998
11,Atlético,UD Salamanca,1:1,0,Empate,1997/1998
11,CP Mérida,Sporting,1:0,1,CP Mérida,1997/1998
11,SD Compostela,Real Madrid,2:3,1,Real Madrid,1997/1998
11,Valladolid,Real Racing,0:0,0,Empate,1997/1998
11,Real Oviedo,Tenerife,1:0,1,Real Oviedo,1997/1998
11,Zaragoza,Deportivo,1:2,1,Deportivo,1997/1998
11,Espanyol,Valencia,3:0,3,Espanyol,1997/1998
11,Betis,Real Sociedad,0:0,0,Empate,1997/1998
11,Celta,Mallorca,1:0,1,Celta,1997/1998
11,Athletic,Barcelona,3:0,3,Athletic,1997/1998
12,Real Sociedad,Atlético,0:0,0,Empate,1997/1998
12,Sporting,Zaragoza,2:3,1,Zaragoza,1997/1998
12,Tenerife,CP Mérida,1:1,0,Empate,1997/1998
12,Real Racing,Athletic,0:0,0,Empate,1997/1998
12,Barcelona,Celta,3:2,1,Barcelona,1997/1998
12,Deportivo,Espanyol,1:1,0,Empate,1997/1998
12,Valencia,Betis,1:0,1,Valencia,1997/1998
12,UD Salamanca,SD Compostela,0:1,1,SD Compostela,1997/1998
12,Mallorca,Real Oviedo,1:1,0,Empate,1997/1998
12,Real Madrid,Valladolid,3:1,2,Real Madrid,1997/1998
13,Athletic,Real Madrid,1:1,0,Empate,1997/1998
13,Real Oviedo,Barcelona,1:0,1,Real Oviedo,1997/1998
13,Atlético,Valencia,3:1,2,Atlético,1997/1998
13,Betis,Deportivo,1:0,1,Betis,1997/1998
13,SD Compostela,Valladolid,0:0,0,Empate,1997/1998
13,Celta,Real Racing,1:2,1,Real Racing,1997/1998
13,Zaragoza,Tenerife,1:0,1,Zaragoza,1997/1998
13,UD Salamanca,Real Sociedad,0:0,0,Empate,1997/1998
13,CP Mérida,Mallorca,0:0,0,Empate,1997/1998
13,Espanyol,Sporting,1:1,0,Empate,1997/1998
14,Sporting,Betis,2:3,1,Betis,1997/1998
14,Valladolid,Athletic,3:0,3,Valladolid,1997/1998
14,Mallorca,Zaragoza,0:2,2,Zaragoza,1997/1998
14,Real Madrid,Celta,3:1,2,Real Madrid,1997/1998
14,Real Racing,Real Oviedo,0:0,0,Empate,1997/1998
14,Deportivo,Atlético,2:2,0,Empate,1997/1998
14,Valencia,UD Salamanca,0:1,1,UD Salamanca,1997/1998
14,Real Sociedad,SD Compostela,5:1,4,Real Sociedad,1997/1998
14,Tenerife,Espanyol,0:0,0,Empate,1997/1998
14,Barcelona,CP Mérida,3:1,2,Barcelona,1997/1998
15,Real Oviedo,Real Madrid,1:1,0,Empate,1997/1998
15,Zaragoza,Barcelona,1:2,1,Barcelona,1997/1998
15,Espanyol,Mallorca,1:0,1,Espanyol,1997/1998
15,Atlético,Sporting,2:1,1,Atlético,1997/1998
15,Real Sociedad,Valencia,1:1,0,Empate,1997/1998
15,SD Compostela,Athletic,1:4,3,Athletic,1997/1998
15,Celta,Valladolid,2:0,2,Celta,1997/1998
15,CP Mérida,Real Racing,1:2,1,Real Racing,1997/1998
15,UD Salamanca,Deportivo,4:1,3,UD Salamanca,1997/1998
15,Betis,Tenerife,3:0,3,Betis,1997/1998
16,Athletic,Celta,2:1,1,Athletic,1997/1998
16,Barcelona,Espanyol,3:1,2,Barcelona,1997/1998
16,Mallorca,Betis,1:2,1,Betis,1997/1998
16,Real Racing,Zaragoza,2:3,1,Zaragoza,1997/1998
16,Real Madrid,CP Mérida,1:0,1,Real Madrid,1997/1998
16,Valladolid,Real Oviedo,1:0,1,Valladolid,1997/1998
16,Sporting,UD Salamanca,1:1,0,Empate,1997/1998
