Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Athletic,Espanyol,4:1,3,Athletic,1946/1947
1,Deportivo,Sevilla,0:0,0,Empate,1946/1947
1,Barcelona,Celta,1:1,0,Empate,1946/1947
1,Atlético,Sporting,2:2,0,Empate,1946/1947
1,Valencia,CE Sabadell,1:0,1,Valencia,1946/1947
1,Real Murcia,CD Castellón,2:0,2,Real Murcia,1946/1947
1,Real Oviedo,Real Madrid,0:0,0,Empate,1946/1947
2,Sporting,Real Oviedo,1:1,0,Empate,1946/1947
2,Espanyol,Deportivo,3:1,2,Espanyol,1946/1947
2,CE Sabadell,Atlético,1:1,0,Empate,1946/1947
2,Celta,Valencia,1:2,1,Valencia,1946/1947
2,CD Castellón,Athletic,2:2,0,Empate,1946/1947
2,Sevilla,Barcelona,3:1,2,Sevilla,1946/1947
2,Real Madrid,Real Murcia,5:0,5,Real Madrid,1946/1947
3,Athletic,Real Madrid,2:0,2,Athletic,1946/1947
3,Deportivo,Barcelona,3:2,1,Deportivo,1946/1947
3,Valencia,Sevilla,4:1,3,Valencia,1946/1947
3,Atlético,Celta,3:2,1,Atlético,1946/1947
3,Real Murcia,Sporting,5:4,1,Real Murcia,1946/1947
3,Real Oviedo,CE Sabadell,0:1,1,CE Sabadell,1946/1947
3,Espanyol,CD Castellón,5:0,5,Espanyol,1946/1947
4,Sporting,Athletic,1:0,1,Sporting,1946/1947
4,Celta,Real Oviedo,3:3,0,Empate,1946/1947
4,CE Sabadell,Real Murcia,1:1,0,Empate,1946/1947
4,CD Castellón,Deportivo,1:1,0,Empate,1946/1947
4,Real Madrid,Espanyol,2:0,2,Real Madrid,1946/1947
4,Sevilla,Atlético,1:2,1,Atlético,1946/1947
4,Barcelona,Valencia,2:1,1,Barcelona,1946/1947
5,Athletic,CE Sabadell,2:1,1,Athletic,1946/1947
5,CD Castellón,Real Madrid,2:3,1,Real Madrid,1946/1947
5,Atlético,Barcelona,2:2,0,Empate,1946/1947
5,Deportivo,Valencia,0:0,0,Empate,1946/1947
5,Real Oviedo,Sevilla,4:2,2,Real Oviedo,1946/1947
5,Real Murcia,Celta,0:2,2,Celta,1946/1947
5,Espanyol,Sporting,2:1,1,Espanyol,1946/1947
6,Sporting,CD Castellón,4:0,4,Sporting,1946/1947
6,Sevilla,Real Murcia,1:1,0,Empate,1946/1947
6,Real Madrid,Deportivo,5:0,5,Real Madrid,1946/1947
6,Barcelona,Real Oviedo,2:0,2,Barcelona,1946/1947
6,Valencia,Atlético,0:2,2,Atlético,1946/1947
6,Celta,Athletic,3:2,1,Celta,1946/1947
6,CE Sabadell,Espanyol,3:1,2,CE Sabadell,1946/1947
7,Real Madrid,Sporting,4:0,4,Real Madrid,1946/1947
7,Deportivo,Atlético,1:0,1,Deportivo,1946/1947
7,CD Castellón,CE Sabadell,4:0,4,CD Castellón,1946/1947
7,Real Murcia,Barcelona,0:1,1,Barcelona,1946/1947
7,Espanyol,Celta,2:0,2,Espanyol,1946/1947
7,Real Oviedo,Valencia,4:1,3,Real Oviedo,1946/1947
7,Athletic,Sevilla,5:0,5,Athletic,1946/1947
8,Valencia,Real Murcia,1:2,1,Real Murcia,1946/1947
8,Celta,CD Castellón,0:0,0,Empate,1946/1947
8,Sporting,Deportivo,2:0,2,Sporting,1946/1947
8,Atlético,Real Oviedo,5:2,3,Atlético,1946/1947
8,Sevilla,Espanyol,3:1,2,Sevilla,1946/1947
8,Barcelona,Athletic,2:1,1,Barcelona,1946/1947
8,CE Sabadell,Real Madrid,3:3,0,Empate,1946/1947
9,Athletic,Valencia,0:1,1,Valencia,1946/1947
9,Real Murcia,Atlético,1:2,1,Atlético,1946/1947
9,CD Castellón,Sevilla,1:4,3,Sevilla,1946/1947
9,Real Madrid,Celta,3:3,0,Empate,1946/1947
9,Deportivo,Real Oviedo,2:2,0,Empate,1946/1947
9,Sporting,CE Sabadell,3:1,2,Sporting,1946/1947
9,Espanyol,Barcelona,0:1,1,Barcelona,1946/1947
10,CE Sabadell,Deportivo,3:0,3,CE Sabadell,1946/1947
10,Celta,Sporting,6:2,4,Celta,1946/1947
10,Real Oviedo,Real Murcia,3:0,3,Real Oviedo,1946/1947
10,Atlético,Athletic,4:0,4,Atlético,1946/1947
10,Sevilla,Real Madrid,5:0,5,Sevilla,1946/1947
10,Valencia,Espanyol,3:2,1,Valencia,1946/1947
10,Barcelona,CD Castellón,3:3,0,Empate,1946/1947
11,Real Madrid,Barcelona,2:1,1,Real Madrid,1946/1947
11,CD Castellón,Valencia,2:4,2,Valencia,1946/1947
11,Espanyol,Atlético,4:1,3,Espanyol,1946/1947
11,Sporting,Sevilla,1:4,3,Sevilla,1946/1947
11,CE Sabadell,Celta,2:0,2,CE Sabadell,1946/1947
11,Athletic,Real Oviedo,4:1,3,Athletic,1946/1947
11,Deportivo,Real Murcia,3:1,2,Deportivo,1946/1947
12,Valencia,Real Madrid,4:1,3,Valencia,1946/1947
12,Atlético,CD Castellón,3:2,1,Atlético,1946/1947
12,Sevilla,CE Sabadell,4:0,4,Sevilla,1946/1947
12,Barcelona,Sporting,4:1,3,Barcelona,1946/1947
12,Deportivo,Celta,1:4,3,Celta,1946/1947
