Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,CD Logroñés,Atlético,1:0,1,CD Logroñés,1988/1989
1,Athletic,Sevilla,3:0,3,Athletic,1988/1989
1,Real Oviedo,Real Sociedad,1:0,1,Real Oviedo,1988/1989
1,Barcelona,Espanyol,2:0,2,Barcelona,1988/1989
1,Zaragoza,Valencia,0:0,0,Empate,1988/1989
1,Betis,Sporting,0:1,1,Sporting,1988/1989
1,Real Murcia,Málaga,1:0,1,Real Murcia,1988/1989
1,Valladolid,Elche,3:0,3,Valladolid,1988/1989
1,Real Madrid,Osasuna,2:2,0,Empate,1988/1989
1,Celta,Cádiz CF,3:2,1,Celta,1988/1989
2,Valencia,Valladolid,1:0,1,Valencia,1988/1989
2,Espanyol,Real Murcia,3:0,3,Espanyol,1988/1989
2,Málaga,Celta,2:2,0,Empate,1988/1989
2,Cádiz CF,CD Logroñés,0:1,1,CD Logroñés,1988/1989
2,Sevilla,Real Oviedo,2:1,1,Sevilla,1988/1989
2,Real Sociedad,Betis,2:1,1,Real Sociedad,1988/1989
2,Osasuna,Zaragoza,3:0,3,Osasuna,1988/1989
2,Atlético,Athletic,0:1,1,Athletic,1988/1989
2,Elche,Barcelona,0:3,3,Barcelona,1988/1989
2,Sporting,Real Madrid,2:2,0,Empate,1988/1989
3,Valladolid,Osasuna,1:0,1,Valladolid,1988/1989
3,Barcelona,Valencia,1:1,0,Empate,1988/1989
3,Zaragoza,Sporting,1:1,0,Empate,1988/1989
3,Athletic,Cádiz CF,1:0,1,Athletic,1988/1989
3,Real Murcia,Elche,0:1,1,Elche,1988/1989
3,CD Logroñés,Málaga,1:0,1,CD Logroñés,1988/1989
3,Real Madrid,Real Sociedad,2:2,0,Empate,1988/1989
3,Celta,Espanyol,0:0,0,Empate,1988/1989
3,Real Oviedo,Betis,0:3,3,Betis,1988/1989
3,Sevilla,Atlético,4:1,3,Sevilla,1988/1989
4,Valencia,Real Murcia,3:0,3,Valencia,1988/1989
4,Osasuna,Barcelona,1:1,0,Empate,1988/1989
4,Málaga,Athletic,1:1,0,Empate,1988/1989
4,Espanyol,CD Logroñés,2:0,2,Espanyol,1988/1989
4,Sporting,Valladolid,2:1,1,Sporting,1988/1989
4,Atlético,Real Oviedo,2:2,0,Empate,1988/1989
4,Elche,Celta,0:1,1,Celta,1988/1989
4,Cádiz CF,Sevilla,0:0,0,Empate,1988/1989
4,Betis,Real Madrid,0:2,2,Real Madrid,1988/1989
4,Real Sociedad,Zaragoza,2:1,1,Real Sociedad,1988/1989
