Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Las Palmas,Burgos CF,0:0,0,Empate,1977/1978
1,Sevilla,Espanyol,3:1,2,Sevilla,1977/1978
1,UD Salamanca,Real Madrid,2:1,1,UD Salamanca,1977/1978
1,Atlético,Valencia,3:0,3,Atlético,1977/1978
1,Barcelona,Real Sociedad,1:0,1,Barcelona,1977/1978
1,Athletic,Betis,0:0,0,Empate,1977/1978
1,Hércules CF,Sporting,1:0,1,Hércules CF,1977/1978
1,Real Racing,Elche,2:0,2,Real Racing,1977/1978
1,Cádiz CF,Rayo,2:1,1,Cádiz CF,1977/1978
2,Real Sociedad,Atlético,4:1,3,Real Sociedad,1977/1978
2,Valencia,Cádiz CF,3:0,3,Valencia,1977/1978
2,Elche,Hércules CF,2:0,2,Elche,1977/1978
2,Real Madrid,Sevilla,3:0,3,Real Madrid,1977/1978
2,Betis,Barcelona,0:0,0,Empate,1977/1978
2,Sporting,Las Palmas,0:0,0,Empate,1977/1978
2,Burgos CF,UD Salamanca,0:2,2,UD Salamanca,1977/1978
2,Rayo,Real Racing,1:0,1,Rayo,1977/1978
2,Espanyol,Athletic,2:1,1,Espanyol,1977/1978
3,Sevilla,Burgos CF,1:0,1,Sevilla,1977/1978
3,Atlético,Betis,1:1,0,Empate,1977/1978
3,Espanyol,Real Madrid,1:4,3,Real Madrid,1977/1978
3,Hércules CF,Rayo,1:1,0,Empate,1977/1978
3,Las Palmas,Elche,4:1,3,Las Palmas,1977/1978
3,UD Salamanca,Sporting,2:3,1,Sporting,1977/1978
3,Athletic,Barcelona,0:0,0,Empate,1977/1978
3,Real Racing,Valencia,2:2,0,Empate,1977/1978
3,Cádiz CF,Real Sociedad,2:0,2,Cádiz CF,1977/1978
4,Betis,Cádiz CF,3:0,3,Betis,1977/1978
4,Elche,UD Salamanca,2:1,1,Elche,1977/1978
4,Valencia,Hércules CF,6:1,5,Valencia,1977/1978
4,Rayo,Las Palmas,1:1,0,Empate,1977/1978
4,Real Madrid,Athletic,1:0,1,Real Madrid,1977/1978
4,Real Sociedad,Real Racing,2:0,2,Real Sociedad,1977/1978
4,Sporting,Sevilla,1:0,1,Sporting,1977/1978
4,Burgos CF,Espanyol,3:2,1,Burgos CF,1977/1978
4,Barcelona,Atlético,1:0,1,Barcelona,1977/1978
5,Las Palmas,Valencia,1:0,1,Las Palmas,1977/1978
5,Espanyol,Sporting,2:1,1,Espanyol,1977/1978
5,UD Salamanca,Rayo,1:0,1,UD Salamanca,1977/1978
5,Real Madrid,Burgos CF,3:0,3,Real Madrid,1977/1978
5,Sevilla,Elche,3:3,0,Empate,1977/1978
5,Cádiz CF,Barcelona,0:2,2,Barcelona,1977/1978
5,Athletic,Atlético,1:0,1,Athletic,1977/1978
5,Hércules CF,Real Sociedad,1:0,1,Hércules CF,1977/1978
5,Real Racing,Betis,1:1,0,Empate,1977/1978
6,Valencia,UD Salamanca,3:1,2,Valencia,1977/1978
6,Elche,Espanyol,2:0,2,Elche,1977/1978
6,Burgos CF,Athletic,2:2,0,Empate,1977/1978
6,Atlético,Cádiz CF,4:0,4,Atlético,1977/1978
6,Betis,Hércules CF,1:1,0,Empate,1977/1978
6,Barcelona,Real Racing,3:0,3,Barcelona,1977/1978
6,Rayo,Sevilla,4:1,3,Rayo,1977/1978
6,Sporting,Real Madrid,0:2,2,Real Madrid,1977/1978
6,Real Sociedad,Las Palmas,4:1,3,Real Sociedad,1977/1978
7,Athletic,Cádiz CF,6:1,5,Athletic,1977/1978
7,Las Palmas,Betis,3:2,1,Las Palmas,1977/1978
7,Sevilla,Valencia,1:0,1,Sevilla,1977/1978
7,Real Madrid,Elche,5:1,4,Real Madrid,1977/1978
7,Burgos CF,Sporting,0:0,0,Empate,1977/1978
