Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Osasuna,Sevilla,2:1,1,Osasuna,2022/2023
1,Celta,Espanyol,2:2,0,Empate,2022/2023
1,Valladolid,Villarreal,0:3,3,Villarreal,2022/2023
1,Barcelona,Rayo,0:0,0,Empate,2022/2023
1,Cádiz CF,Real Sociedad,0:1,1,Real Sociedad,2022/2023
1,Valencia,Girona,1:0,1,Valencia,2022/2023
1,Almería,Real Madrid,1:2,1,Real Madrid,2022/2023
1,Athletic,Mallorca,0:0,0,Empate,2022/2023
1,Getafe,Atlético,0:3,3,Atlético,2022/2023
1,Betis,Elche,3:0,3,Betis,2022/2023
2,Espanyol,Rayo,0:2,2,Rayo,2022/2023
2,Sevilla,Valladolid,1:1,0,Empate,2022/2023
2,Osasuna,Cádiz CF,2:0,2,Osasuna,2022/2023
2,Mallorca,Betis,1:2,1,Betis,2022/2023
2,Celta,Real Madrid,1:4,3,Real Madrid,2022/2023
2,Athletic,Valencia,1:0,1,Athletic,2022/2023
2,Atlético,Villarreal,0:2,2,Villarreal,2022/2023
2,Real Sociedad,Barcelona,1:4,3,Barcelona,2022/2023
2,Elche,Almería,1:1,0,Empate,2022/2023
2,Girona,Getafe,3:1,2,Girona,2022/2023
3,Girona,Celta,0:1,1,Celta,2022/2023
3,Betis,Osasuna,1:0,1,Betis,2022/2023
3,Elche,Real Sociedad,0:1,1,Real Sociedad,2022/2023
3,Rayo,Mallorca,0:2,2,Mallorca,2022/2023
3,Almería,Sevilla,2:1,1,Almería,2022/2023
3,Getafe,Villarreal,0:0,0,Empate,2022/2023
3,Barcelona,Valladolid,4:0,4,Barcelona,2022/2023
3,Espanyol,Real Madrid,1:3,2,Real Madrid,2022/2023
3,Cádiz CF,Athletic,0:4,4,Athletic,2022/2023
3,Valencia,Atlético,0:1,1,Atlético,2022/2023
4,Celta,Cádiz CF,3:0,3,Celta,2022/2023
4,Mallorca,Girona,1:1,0,Empate,2022/2023
4,Real Madrid,Betis,2:1,1,Real Madrid,2022/2023
4,Real Sociedad,Atlético,1:1,0,Empate,2022/2023
4,Sevilla,Barcelona,0:3,3,Barcelona,2022/2023
4,Osasuna,Rayo,2:1,1,Osasuna,2022/2023
4,Athletic,Espanyol,0:1,1,Espanyol,2022/2023
4,Villarreal,Elche,4:0,4,Villarreal,2022/2023
4,Valencia,Getafe,5:1,4,Valencia,2022/2023
4,Valladolid,Almería,1:0,1,Valladolid,2022/2023
5,Girona,Valladolid,2:1,1,Girona,2022/2023
5,Rayo,Valencia,2:1,1,Rayo,2022/2023
5,Espanyol,Sevilla,2:3,1,Sevilla,2022/2023
5,Cádiz CF,Barcelona,0:4,4,Barcelona,2022/2023
5,Atlético,Celta,4:1,3,Atlético,2022/2023
5,Real Madrid,Mallorca,4:1,3,Real Madrid,2022/2023
5,Elche,Athletic,1:4,3,Athletic,2022/2023
5,Getafe,Real Sociedad,2:1,1,Getafe,2022/2023
5,Betis,Villarreal,1:0,1,Betis,2022/2023
5,Almería,Osasuna,0:1,1,Osasuna,2022/2023
6,Valladolid,Cádiz CF,0:1,1,Cádiz CF,2022/2023
6,Mallorca,Almería,1:0,1,Mallorca,2022/2023
6,Barcelona,Elche,3:0,3,Barcelona,2022/2023
6,Valencia,Celta,3:0,3,Valencia,2022/2023
6,Athletic,Rayo,3:2,1,Athletic,2022/2023
6,Osasuna,Getafe,0:2,2,Getafe,2022/2023
6,Villarreal,Sevilla,1:1,0,Empate,2022/2023
6,Betis,Girona,2:1,1,Betis,2022/2023
6,Real Sociedad,Espanyol,2:1,1,Real Sociedad,2022/2023
6,Atlético,Real Madrid,1:2,1,Real Madrid,2022/2023
7,Athletic,Almería,4:0,4,Athletic,2022/2023
7,Cádiz CF,Villarreal,0:0,0,Empate,2022/2023
7,Getafe,Valladolid,2:3,1,Valladolid,2022/2023
7,Sevilla,Atlético,0:2,2,Atlético,2022/2023
7,Mallorca,Barcelona,0:1,1,Barcelona,2022/2023
7,Espanyol,Valencia,2:2,0,Empate,2022/2023
7,Celta,Betis,1:0,1,Celta,2022/2023
7,Girona,Real Sociedad,3:5,2,Real Sociedad,2022/2023
7,Real Madrid,Osasuna,1:1,0,Empate,2022/2023
7,Rayo,Elche,2:1,1,Rayo,2022/2023
8,Osasuna,Valencia,1:2,1,Valencia,2022/2023
8,Almería,Rayo,3:1,2,Almería,2022/2023
8,Atlético,Girona,2:1,1,Atlético,2022/2023
8,Sevilla,Athletic,1:1,0,Empate,2022/2023
8,Getafe,Real Madrid,0:1,1,Real Madrid,2022/2023
8,Valladolid,Betis,0:0,0,Empate,2022/2023
8,Cádiz CF,Espanyol,2:2,0,Empate,2022/2023
8,Real Sociedad,Villarreal,1:0,1,Real Sociedad,2022/2023
8,Barcelona,Celta,1:0,1,Barcelona,2022/2023
8,Elche,Mallorca,1:1,0,Empate,2022/2023
9,Rayo,Getafe,0:0,0,Empate,2022/2023
9,Girona,Cádiz CF,1:1,0,Empate,2022/2023
9,Valencia,Elche,2:2,0,Empate,2022/2023
9,Mallorca,Sevilla,0:1,1,Sevilla,2022/2023
9,Athletic,Atlético,0:1,1,Atlético,2022/2023
9,Celta,Real Sociedad,1:2,1,Real Sociedad,2022/2023
9,Real Madrid,Barcelona,3:1,2,Real Madrid,2022/2023
9,Espanyol,Valladolid,1:0,1,Espanyol,2022/2023
9,Betis,Almería,3:1,2,Betis,2022/2023
9,Villarreal,Osasuna,2:0,2,Villarreal,2022/2023
10,Sevilla,Valencia,1:1,0,Empate,2022/2023
10,Getafe,Athletic,2:2,0,Empate,2022/2023
10,Atlético,Rayo,1:1,0,Empate,2022/2023
10,Cádiz CF,Betis,0:0,0,Empate,2022/2023
10,Valladolid,Celta,4:1,3,Valladolid,2022/2023
10,Real Sociedad,Mallorca,1:0,1,Real Sociedad,2022/2023
10,Elche,Real Madrid,0:3,3,Real Madrid,2022/2023
10,Almería,Girona,3:2,1,Almería,2022/2023
10,Osasuna,Espanyol,1:0,1,Osasuna,2022/2023
10,Barcelona,Villarreal,3:0,3,Barcelona,2022/2023
11,Rayo,Cádiz CF,5:1,4,Rayo,2022/2023
11,Valladolid,Real Sociedad,1:0,1,Valladolid,2022/2023
11,Valencia,Mallorca,1:2,1,Mallorca,2022/2023
